Município,Classificação,Ano,Mês,Estoque
Alagoa,Transportes,2021,12,3
Alagoa,Transportes,2022,1,3
Alagoa,Transportes,2022,2,3
Alagoa,Transportes,2022,3,3
Alagoa,Transportes,2022,4,3
Alagoa,Transportes,2022,5,3
Alagoa,Transportes,2022,6,3
Alagoa,Transportes,2022,7,3
Alagoa,Transportes,2022,8,3
Alagoa,Transportes,2022,9,3
Alagoa,Transportes,2022,10,3
Alagoa,Transportes,2022,11,3
Alagoa,Transportes,2022,12,3
Alagoa,Transportes,2023,1,3
Alagoa,Transportes,2023,2,3
Alagoa,Transportes,2023,3,3
Alagoa,Transportes,2023,4,2
Alagoa,Transportes,2023,5,2
Alagoa,Transportes,2023,6,2
Alagoa,Transportes,2023,7,2
Alagoa,Transportes,2023,8,2
Alagoa,Transportes,2023,9,2
Alagoa,Transportes,2023,10,2
Alagoa,Transportes,2023,11,1
Alagoa,Transportes,2023,12,1
Alagoa,Transportes,2024,1,1
Alagoa,Transportes,2024,2,1
Alagoa,Transportes,2024,3,1
Alagoa,Transportes,2024,4,1
Alagoa,Transportes,2024,5,2
Alagoa,Transportes,2024,6,2
Alagoa,Transportes,2024,7,2
Alagoa,Transportes,2024,8,2
Alagoa,Transportes,2024,9,2
Alagoa,Transportes,2024,10,2
Alagoa,Transportes,2024,11,2
Alagoa,Transportes,2024,12,2
Alagoa,Transportes,2025,1,2
Alagoa,Transportes,2025,2,2
Alagoa,Transportes,2025,3,3
Alagoa,Transportes,2025,4,3
Alagoa,Transportes,2025,5,3
Alagoa,Transportes,2025,6,4
Alagoa,Transportes,2025,7,4
Alagoa,Transportes,2025,8,4
Alagoa,Transportes,2025,9,4
Alagoa,Transportes,2025,10,5
Alagoa,Transportes,2025,11,5
Alagoa,Transportes,2025,12,5
Alagoa,Comércio e Serviços,2021,12,4
Alagoa,Comércio e Serviços,2022,1,4
Alagoa,Comércio e Serviços,2022,2,4
Alagoa,Comércio e Serviços,2022,3,5
Alagoa,Comércio e Serviços,2022,4,4
Alagoa,Comércio e Serviços,2022,5,4
Alagoa,Comércio e Serviços,2022,6,4
Alagoa,Comércio e Serviços,2022,7,4
Alagoa,Comércio e Serviços,2022,8,3
Alagoa,Comércio e Serviços,2022,9,2
Alagoa,Comércio e Serviços,2022,10,2
Alagoa,Comércio e Serviços,2022,11,2
Alagoa,Comércio e Serviços,2022,12,6
Alagoa,Comércio e Serviços,2023,1,5
Alagoa,Comércio e Serviços,2023,2,5
Alagoa,Comércio e Serviços,2023,3,5
Alagoa,Comércio e Serviços,2023,4,5
Alagoa,Comércio e Serviços,2023,5,5
Alagoa,Comércio e Serviços,2023,6,5
Alagoa,Comércio e Serviços,2023,7,4
Alagoa,Comércio e Serviços,2023,8,4
Alagoa,Comércio e Serviços,2023,9,4
Alagoa,Comércio e Serviços,2023,10,5
Alagoa,Comércio e Serviços,2023,11,6
Alagoa,Comércio e Serviços,2023,12,4
Alagoa,Comércio e Serviços,2024,1,4
Alagoa,Comércio e Serviços,2024,2,4
Alagoa,Comércio e Serviços,2024,3,4
Alagoa,Comércio e Serviços,2024,4,4
Alagoa,Comércio e Serviços,2024,5,4
Alagoa,Comércio e Serviços,2024,6,5
Alagoa,Comércio e Serviços,2024,7,5
Alagoa,Comércio e Serviços,2024,8,5
Alagoa,Comércio e Serviços,2024,9,5
Alagoa,Comércio e Serviços,2024,10,6
Alagoa,Comércio e Serviços,2024,11,7
Alagoa,Comércio e Serviços,2024,12,8
Alagoa,Comércio e Serviços,2025,1,8
Alagoa,Comércio e Serviços,2025,2,8
Alagoa,Comércio e Serviços,2025,3,6
Alagoa,Comércio e Serviços,2025,4,6
Alagoa,Comércio e Serviços,2025,5,7
Alagoa,Comércio e Serviços,2025,6,7
Alagoa,Comércio e Serviços,2025,7,7
Alagoa,Comércio e Serviços,2025,8,7
Alagoa,Comércio e Serviços,2025,9,7
Alagoa,Comércio e Serviços,2025,10,6
Alagoa,Comércio e Serviços,2025,11,6
Alagoa,Comércio e Serviços,2025,12,5
Alagoa,Hospedagem,2021,12,0
Alagoa,Hospedagem,2022,1,0
Alagoa,Hospedagem,2022,2,0
Alagoa,Hospedagem,2022,3,0
Alagoa,Hospedagem,2022,4,0
Alagoa,Hospedagem,2022,5,0
Alagoa,Hospedagem,2022,6,0
Alagoa,Hospedagem,2022,7,0
Alagoa,Hospedagem,2022,8,0
Alagoa,Hospedagem,2022,9,0
Alagoa,Hospedagem,2022,10,0
Alagoa,Hospedagem,2022,11,0
Alagoa,Hospedagem,2022,12,2
Alagoa,Hospedagem,2023,1,2
Alagoa,Hospedagem,2023,2,1
Alagoa,Hospedagem,2023,3,1
Alagoa,Hospedagem,2023,4,1
Alagoa,Hospedagem,2023,5,1
Alagoa,Hospedagem,2023,6,1
Alagoa,Hospedagem,2023,7,1
Alagoa,Hospedagem,2023,8,1
Alagoa,Hospedagem,2023,9,1
Alagoa,Hospedagem,2023,10,1
Alagoa,Hospedagem,2023,11,1
Alagoa,Hospedagem,2023,12,0
Alagoa,Hospedagem,2024,1,0
Alagoa,Hospedagem,2024,2,0
Alagoa,Hospedagem,2024,3,0
Alagoa,Hospedagem,2024,4,0
Alagoa,Hospedagem,2024,5,0
Alagoa,Hospedagem,2024,6,0
Alagoa,Hospedagem,2024,7,0
Alagoa,Hospedagem,2024,8,0
Alagoa,Hospedagem,2024,9,0
Alagoa,Hospedagem,2024,10,0
Alagoa,Hospedagem,2024,11,0
Alagoa,Hospedagem,2024,12,0
Alagoa,Hospedagem,2025,1,0
Alagoa,Hospedagem,2025,2,0
Alagoa,Hospedagem,2025,3,0
Alagoa,Hospedagem,2025,4,0
Alagoa,Hospedagem,2025,5,0
Alagoa,Hospedagem,2025,6,0
Alagoa,Hospedagem,2025,7,0
Alagoa,Hospedagem,2025,8,0
Alagoa,Hospedagem,2025,9,0
Alagoa,Hospedagem,2025,10,0
Alagoa,Hospedagem,2025,11,0
Alagoa,Hospedagem,2025,12,0
Alagoa,Alimentação,2021,12,6
Alagoa,Alimentação,2022,1,6
Alagoa,Alimentação,2022,2,5
Alagoa,Alimentação,2022,3,5
Alagoa,Alimentação,2022,4,5
Alagoa,Alimentação,2022,5,5
Alagoa,Alimentação,2022,6,5
Alagoa,Alimentação,2022,7,5
Alagoa,Alimentação,2022,8,5
Alagoa,Alimentação,2022,9,5
Alagoa,Alimentação,2022,10,5
Alagoa,Alimentação,2022,11,5
Alagoa,Alimentação,2022,12,6
Alagoa,Alimentação,2023,1,5
Alagoa,Alimentação,2023,2,5
Alagoa,Alimentação,2023,3,5
Alagoa,Alimentação,2023,4,5
Alagoa,Alimentação,2023,5,5
Alagoa,Alimentação,2023,6,3
Alagoa,Alimentação,2023,7,3
Alagoa,Alimentação,2023,8,2
Alagoa,Alimentação,2023,9,2
Alagoa,Alimentação,2023,10,3
Alagoa,Alimentação,2023,11,3
Alagoa,Alimentação,2023,12,3
Alagoa,Alimentação,2024,1,3
Alagoa,Alimentação,2024,2,3
Alagoa,Alimentação,2024,3,3
Alagoa,Alimentação,2024,4,3
Alagoa,Alimentação,2024,5,3
Alagoa,Alimentação,2024,6,3
Alagoa,Alimentação,2024,7,3
Alagoa,Alimentação,2024,8,3
Alagoa,Alimentação,2024,9,3
Alagoa,Alimentação,2024,10,3
Alagoa,Alimentação,2024,11,3
Alagoa,Alimentação,2024,12,3
Alagoa,Alimentação,2025,1,3
Alagoa,Alimentação,2025,2,3
Alagoa,Alimentação,2025,3,3
Alagoa,Alimentação,2025,4,3
Alagoa,Alimentação,2025,5,3
Alagoa,Alimentação,2025,6,3
Alagoa,Alimentação,2025,7,3
Alagoa,Alimentação,2025,8,3
Alagoa,Alimentação,2025,9,3
Alagoa,Alimentação,2025,10,4
Alagoa,Alimentação,2025,11,4
Alagoa,Alimentação,2025,12,3
Alagoa,Entretenimento,2021,12,0
Alagoa,Entretenimento,2022,1,0
Alagoa,Entretenimento,2022,2,0
Alagoa,Entretenimento,2022,3,0
Alagoa,Entretenimento,2022,4,0
Alagoa,Entretenimento,2022,5,0
Alagoa,Entretenimento,2022,6,0
Alagoa,Entretenimento,2022,7,0
Alagoa,Entretenimento,2022,8,0
Alagoa,Entretenimento,2022,9,0
Alagoa,Entretenimento,2022,10,0
Alagoa,Entretenimento,2022,11,0
Alagoa,Entretenimento,2022,12,0
Alagoa,Entretenimento,2023,1,0
Alagoa,Entretenimento,2023,2,0
Alagoa,Entretenimento,2023,3,1
Alagoa,Entretenimento,2023,4,1
Alagoa,Entretenimento,2023,5,1
Alagoa,Entretenimento,2023,6,1
Alagoa,Entretenimento,2023,7,1
Alagoa,Entretenimento,2023,8,1
Alagoa,Entretenimento,2023,9,1
Alagoa,Entretenimento,2023,10,1
Alagoa,Entretenimento,2023,11,1
Alagoa,Entretenimento,2023,12,1
Alagoa,Entretenimento,2024,1,1
Alagoa,Entretenimento,2024,2,2
Alagoa,Entretenimento,2024,3,2
Alagoa,Entretenimento,2024,4,2
Alagoa,Entretenimento,2024,5,2
Alagoa,Entretenimento,2024,6,2
Alagoa,Entretenimento,2024,7,2
Alagoa,Entretenimento,2024,8,3
Alagoa,Entretenimento,2024,9,3
Alagoa,Entretenimento,2024,10,3
Alagoa,Entretenimento,2024,11,2
Alagoa,Entretenimento,2024,12,2
Alagoa,Entretenimento,2025,1,2
Alagoa,Entretenimento,2025,2,2
Alagoa,Entretenimento,2025,3,1
Alagoa,Entretenimento,2025,4,1
Alagoa,Entretenimento,2025,5,2
Alagoa,Entretenimento,2025,6,2
Alagoa,Entretenimento,2025,7,2
Alagoa,Entretenimento,2025,8,2
Alagoa,Entretenimento,2025,9,2
Alagoa,Entretenimento,2025,10,1
Alagoa,Entretenimento,2025,11,1
Alagoa,Entretenimento,2025,12,1
Alagoa,Agência e Operadores,2021,12,0
Alagoa,Agência e Operadores,2022,1,0
Alagoa,Agência e Operadores,2022,2,0
Alagoa,Agência e Operadores,2022,3,0
Alagoa,Agência e Operadores,2022,4,0
Alagoa,Agência e Operadores,2022,5,0
Alagoa,Agência e Operadores,2022,6,0
Alagoa,Agência e Operadores,2022,7,0
Alagoa,Agência e Operadores,2022,8,0
Alagoa,Agência e Operadores,2022,9,0
Alagoa,Agência e Operadores,2022,10,0
Alagoa,Agência e Operadores,2022,11,0
Alagoa,Agência e Operadores,2022,12,0
Alagoa,Agência e Operadores,2023,1,0
Alagoa,Agência e Operadores,2023,2,0
Alagoa,Agência e Operadores,2023,3,0
Alagoa,Agência e Operadores,2023,4,0
Alagoa,Agência e Operadores,2023,5,0
Alagoa,Agência e Operadores,2023,6,0
Alagoa,Agência e Operadores,2023,7,0
Alagoa,Agência e Operadores,2023,8,0
Alagoa,Agência e Operadores,2023,9,0
Alagoa,Agência e Operadores,2023,10,0
Alagoa,Agência e Operadores,2023,11,0
Alagoa,Agência e Operadores,2023,12,0
Alagoa,Agência e Operadores,2024,1,0
Alagoa,Agência e Operadores,2024,2,0
Alagoa,Agência e Operadores,2024,3,0
Alagoa,Agência e Operadores,2024,4,0
Alagoa,Agência e Operadores,2024,5,0
Alagoa,Agência e Operadores,2024,6,0
Alagoa,Agência e Operadores,2024,7,0
Alagoa,Agência e Operadores,2024,8,0
Alagoa,Agência e Operadores,2024,9,0
Alagoa,Agência e Operadores,2024,10,0
Alagoa,Agência e Operadores,2024,11,0
Alagoa,Agência e Operadores,2024,12,0
Alagoa,Agência e Operadores,2025,1,0
Alagoa,Agência e Operadores,2025,2,0
Alagoa,Agência e Operadores,2025,3,0
Alagoa,Agência e Operadores,2025,4,0
Alagoa,Agência e Operadores,2025,5,0
Alagoa,Agência e Operadores,2025,6,0
Alagoa,Agência e Operadores,2025,7,0
Alagoa,Agência e Operadores,2025,8,0
Alagoa,Agência e Operadores,2025,9,0
Alagoa,Agência e Operadores,2025,10,0
Alagoa,Agência e Operadores,2025,11,0
Alagoa,Agência e Operadores,2025,12,0
Ilicínea,Hospedagem,2021,12,0
Ilicínea,Hospedagem,2022,1,0
Ilicínea,Hospedagem,2022,2,0
Ilicínea,Hospedagem,2022,3,0
Ilicínea,Hospedagem,2022,4,0
Ilicínea,Hospedagem,2022,5,0
Ilicínea,Hospedagem,2022,6,0
Ilicínea,Hospedagem,2022,7,0
Ilicínea,Hospedagem,2022,8,0
Ilicínea,Hospedagem,2022,9,1
Ilicínea,Hospedagem,2022,10,2
Ilicínea,Hospedagem,2022,11,1
Ilicínea,Hospedagem,2022,12,2
Ilicínea,Hospedagem,2023,1,2
Ilicínea,Hospedagem,2023,2,2
Ilicínea,Hospedagem,2023,3,2
Ilicínea,Hospedagem,2023,4,2
Ilicínea,Hospedagem,2023,5,2
Ilicínea,Hospedagem,2023,6,3
Ilicínea,Hospedagem,2023,7,3
Ilicínea,Hospedagem,2023,8,3
Ilicínea,Hospedagem,2023,9,1
Ilicínea,Hospedagem,2023,10,1
Ilicínea,Hospedagem,2023,11,1
Ilicínea,Hospedagem,2023,12,1
Ilicínea,Hospedagem,2024,1,1
Ilicínea,Hospedagem,2024,2,4
Ilicínea,Hospedagem,2024,3,5
Ilicínea,Hospedagem,2024,4,4
Ilicínea,Hospedagem,2024,5,4
Ilicínea,Hospedagem,2024,6,4
Ilicínea,Hospedagem,2024,7,3
Ilicínea,Hospedagem,2024,8,4
Ilicínea,Hospedagem,2024,9,5
Ilicínea,Hospedagem,2024,10,4
Ilicínea,Hospedagem,2024,11,4
Ilicínea,Hospedagem,2024,12,4
Ilicínea,Hospedagem,2025,1,4
Ilicínea,Hospedagem,2025,2,5
Ilicínea,Hospedagem,2025,3,5
Ilicínea,Hospedagem,2025,4,5
Ilicínea,Hospedagem,2025,5,4
Ilicínea,Hospedagem,2025,6,4
Ilicínea,Hospedagem,2025,7,3
Ilicínea,Hospedagem,2025,8,3
Ilicínea,Hospedagem,2025,9,4
Ilicínea,Hospedagem,2025,10,4
Ilicínea,Hospedagem,2025,11,4
Ilicínea,Hospedagem,2025,12,4
Ilicínea,Comércio e Serviços,2021,12,5
Ilicínea,Comércio e Serviços,2022,1,5
Ilicínea,Comércio e Serviços,2022,2,5
Ilicínea,Comércio e Serviços,2022,3,4
Ilicínea,Comércio e Serviços,2022,4,4
Ilicínea,Comércio e Serviços,2022,5,4
Ilicínea,Comércio e Serviços,2022,6,4
Ilicínea,Comércio e Serviços,2022,7,4
Ilicínea,Comércio e Serviços,2022,8,4
Ilicínea,Comércio e Serviços,2022,9,4
Ilicínea,Comércio e Serviços,2022,10,4
Ilicínea,Comércio e Serviços,2022,11,4
Ilicínea,Comércio e Serviços,2022,12,6
Ilicínea,Comércio e Serviços,2023,1,3
Ilicínea,Comércio e Serviços,2023,2,3
Ilicínea,Comércio e Serviços,2023,3,3
Ilicínea,Comércio e Serviços,2023,4,4
Ilicínea,Comércio e Serviços,2023,5,3
Ilicínea,Comércio e Serviços,2023,6,3
Ilicínea,Comércio e Serviços,2023,7,3
Ilicínea,Comércio e Serviços,2023,8,1
Ilicínea,Comércio e Serviços,2023,9,1
Ilicínea,Comércio e Serviços,2023,10,1
Ilicínea,Comércio e Serviços,2023,11,1
Ilicínea,Comércio e Serviços,2023,12,2
Ilicínea,Comércio e Serviços,2024,1,2
Ilicínea,Comércio e Serviços,2024,2,2
Ilicínea,Comércio e Serviços,2024,3,2
Ilicínea,Comércio e Serviços,2024,4,2
Ilicínea,Comércio e Serviços,2024,5,1
Ilicínea,Comércio e Serviços,2024,6,1
Ilicínea,Comércio e Serviços,2024,7,1
Ilicínea,Comércio e Serviços,2024,8,1
Ilicínea,Comércio e Serviços,2024,9,1
Ilicínea,Comércio e Serviços,2024,10,1
Ilicínea,Comércio e Serviços,2024,11,1
Ilicínea,Comércio e Serviços,2024,12,1
Ilicínea,Comércio e Serviços,2025,1,0
Ilicínea,Comércio e Serviços,2025,2,0
Ilicínea,Comércio e Serviços,2025,3,1
Ilicínea,Comércio e Serviços,2025,4,1
Ilicínea,Comércio e Serviços,2025,5,1
Ilicínea,Comércio e Serviços,2025,6,1
Ilicínea,Comércio e Serviços,2025,7,1
Ilicínea,Comércio e Serviços,2025,8,1
Ilicínea,Comércio e Serviços,2025,9,1
Ilicínea,Comércio e Serviços,2025,10,1
Ilicínea,Comércio e Serviços,2025,11,1
Ilicínea,Comércio e Serviços,2025,12,1
Ilicínea,Transportes,2021,12,0
Ilicínea,Transportes,2022,1,0
Ilicínea,Transportes,2022,2,0
Ilicínea,Transportes,2022,3,0
Ilicínea,Transportes,2022,4,0
Ilicínea,Transportes,2022,5,0
Ilicínea,Transportes,2022,6,0
Ilicínea,Transportes,2022,7,0
Ilicínea,Transportes,2022,8,0
Ilicínea,Transportes,2022,9,0
Ilicínea,Transportes,2022,10,0
Ilicínea,Transportes,2022,11,0
Ilicínea,Transportes,2022,12,0
Ilicínea,Transportes,2023,1,0
Ilicínea,Transportes,2023,2,0
Ilicínea,Transportes,2023,3,0
Ilicínea,Transportes,2023,4,0
Ilicínea,Transportes,2023,5,0
Ilicínea,Transportes,2023,6,0
Ilicínea,Transportes,2023,7,0
Ilicínea,Transportes,2023,8,0
Ilicínea,Transportes,2023,9,0
Ilicínea,Transportes,2023,10,0
Ilicínea,Transportes,2023,11,0
Ilicínea,Transportes,2023,12,0
Ilicínea,Transportes,2024,1,0
Ilicínea,Transportes,2024,2,0
Ilicínea,Transportes,2024,3,0
Ilicínea,Transportes,2024,4,0
Ilicínea,Transportes,2024,5,0
Ilicínea,Transportes,2024,6,0
Ilicínea,Transportes,2024,7,0
Ilicínea,Transportes,2024,8,0
Ilicínea,Transportes,2024,9,0
Ilicínea,Transportes,2024,10,0
Ilicínea,Transportes,2024,11,0
Ilicínea,Transportes,2024,12,0
Ilicínea,Transportes,2025,1,0
Ilicínea,Transportes,2025,2,0
Ilicínea,Transportes,2025,3,0
Ilicínea,Transportes,2025,4,0
Ilicínea,Transportes,2025,5,0
Ilicínea,Transportes,2025,6,0
Ilicínea,Transportes,2025,7,0
Ilicínea,Transportes,2025,8,0
Ilicínea,Transportes,2025,9,0
Ilicínea,Transportes,2025,10,0
Ilicínea,Transportes,2025,11,0
Ilicínea,Transportes,2025,12,0
Ilicínea,Alimentação,2021,12,4
Ilicínea,Alimentação,2022,1,4
Ilicínea,Alimentação,2022,2,4
Ilicínea,Alimentação,2022,3,4
Ilicínea,Alimentação,2022,4,5
Ilicínea,Alimentação,2022,5,4
Ilicínea,Alimentação,2022,6,4
Ilicínea,Alimentação,2022,7,3
Ilicínea,Alimentação,2022,8,3
Ilicínea,Alimentação,2022,9,3
Ilicínea,Alimentação,2022,10,3
Ilicínea,Alimentação,2022,11,2
Ilicínea,Alimentação,2022,12,8
Ilicínea,Alimentação,2023,1,8
Ilicínea,Alimentação,2023,2,9
Ilicínea,Alimentação,2023,3,9
Ilicínea,Alimentação,2023,4,10
Ilicínea,Alimentação,2023,5,8
Ilicínea,Alimentação,2023,6,8
Ilicínea,Alimentação,2023,7,8
Ilicínea,Alimentação,2023,8,9
Ilicínea,Alimentação,2023,9,10
Ilicínea,Alimentação,2023,10,9
Ilicínea,Alimentação,2023,11,8
Ilicínea,Alimentação,2023,12,8
Ilicínea,Alimentação,2024,1,12
Ilicínea,Alimentação,2024,2,12
Ilicínea,Alimentação,2024,3,12
Ilicínea,Alimentação,2024,4,12
Ilicínea,Alimentação,2024,5,14
Ilicínea,Alimentação,2024,6,17
Ilicínea,Alimentação,2024,7,16
Ilicínea,Alimentação,2024,8,22
Ilicínea,Alimentação,2024,9,30
Ilicínea,Alimentação,2024,10,29
Ilicínea,Alimentação,2024,11,28
Ilicínea,Alimentação,2024,12,27
Ilicínea,Alimentação,2025,1,26
Ilicínea,Alimentação,2025,2,26
Ilicínea,Alimentação,2025,3,24
Ilicínea,Alimentação,2025,4,28
Ilicínea,Alimentação,2025,5,26
Ilicínea,Alimentação,2025,6,27
Ilicínea,Alimentação,2025,7,29
Ilicínea,Alimentação,2025,8,30
Ilicínea,Alimentação,2025,9,30
Ilicínea,Alimentação,2025,10,30
Ilicínea,Alimentação,2025,11,31
Ilicínea,Alimentação,2025,12,30
Ilicínea,Entretenimento,2021,12,2
Ilicínea,Entretenimento,2022,1,1
Ilicínea,Entretenimento,2022,2,1
Ilicínea,Entretenimento,2022,3,1
Ilicínea,Entretenimento,2022,4,1
Ilicínea,Entretenimento,2022,5,1
Ilicínea,Entretenimento,2022,6,1
Ilicínea,Entretenimento,2022,7,1
Ilicínea,Entretenimento,2022,8,1
Ilicínea,Entretenimento,2022,9,1
Ilicínea,Entretenimento,2022,10,2
Ilicínea,Entretenimento,2022,11,1
Ilicínea,Entretenimento,2022,12,12
Ilicínea,Entretenimento,2023,1,13
Ilicínea,Entretenimento,2023,2,14
Ilicínea,Entretenimento,2023,3,14
Ilicínea,Entretenimento,2023,4,16
Ilicínea,Entretenimento,2023,5,15
Ilicínea,Entretenimento,2023,6,15
Ilicínea,Entretenimento,2023,7,16
Ilicínea,Entretenimento,2023,8,17
Ilicínea,Entretenimento,2023,9,16
Ilicínea,Entretenimento,2023,10,16
Ilicínea,Entretenimento,2023,11,17
Ilicínea,Entretenimento,2023,12,17
Ilicínea,Entretenimento,2024,1,16
Ilicínea,Entretenimento,2024,2,16
Ilicínea,Entretenimento,2024,3,16
Ilicínea,Entretenimento,2024,4,15
Ilicínea,Entretenimento,2024,5,15
Ilicínea,Entretenimento,2024,6,16
Ilicínea,Entretenimento,2024,7,17
Ilicínea,Entretenimento,2024,8,15
Ilicínea,Entretenimento,2024,9,13
Ilicínea,Entretenimento,2024,10,11
Ilicínea,Entretenimento,2024,11,13
Ilicínea,Entretenimento,2024,12,13
Ilicínea,Entretenimento,2025,1,16
Ilicínea,Entretenimento,2025,2,20
Ilicínea,Entretenimento,2025,3,20
Ilicínea,Entretenimento,2025,4,19
Ilicínea,Entretenimento,2025,5,18
Ilicínea,Entretenimento,2025,6,18
Ilicínea,Entretenimento,2025,7,17
Ilicínea,Entretenimento,2025,8,17
Ilicínea,Entretenimento,2025,9,15
Ilicínea,Entretenimento,2025,10,15
Ilicínea,Entretenimento,2025,11,16
Ilicínea,Entretenimento,2025,12,16
Ilicínea,Agência e Operadores,2021,12,0
Ilicínea,Agência e Operadores,2022,1,0
Ilicínea,Agência e Operadores,2022,2,0
Ilicínea,Agência e Operadores,2022,3,0
Ilicínea,Agência e Operadores,2022,4,0
Ilicínea,Agência e Operadores,2022,5,0
Ilicínea,Agência e Operadores,2022,6,0
Ilicínea,Agência e Operadores,2022,7,0
Ilicínea,Agência e Operadores,2022,8,0
Ilicínea,Agência e Operadores,2022,9,0
Ilicínea,Agência e Operadores,2022,10,0
Ilicínea,Agência e Operadores,2022,11,0
Ilicínea,Agência e Operadores,2022,12,0
Ilicínea,Agência e Operadores,2023,1,0
Ilicínea,Agência e Operadores,2023,2,0
Ilicínea,Agência e Operadores,2023,3,0
Ilicínea,Agência e Operadores,2023,4,0
Ilicínea,Agência e Operadores,2023,5,0
Ilicínea,Agência e Operadores,2023,6,0
Ilicínea,Agência e Operadores,2023,7,0
Ilicínea,Agência e Operadores,2023,8,0
Ilicínea,Agência e Operadores,2023,9,0
Ilicínea,Agência e Operadores,2023,10,0
Ilicínea,Agência e Operadores,2023,11,0
Ilicínea,Agência e Operadores,2023,12,0
Ilicínea,Agência e Operadores,2024,1,0
Ilicínea,Agência e Operadores,2024,2,0
Ilicínea,Agência e Operadores,2024,3,0
Ilicínea,Agência e Operadores,2024,4,0
Ilicínea,Agência e Operadores,2024,5,0
Ilicínea,Agência e Operadores,2024,6,0
Ilicínea,Agência e Operadores,2024,7,0
Ilicínea,Agência e Operadores,2024,8,0
Ilicínea,Agência e Operadores,2024,9,0
Ilicínea,Agência e Operadores,2024,10,0
Ilicínea,Agência e Operadores,2024,11,0
Ilicínea,Agência e Operadores,2024,12,0
Ilicínea,Agência e Operadores,2025,1,0
Ilicínea,Agência e Operadores,2025,2,0
Ilicínea,Agência e Operadores,2025,3,0
Ilicínea,Agência e Operadores,2025,4,0
Ilicínea,Agência e Operadores,2025,5,0
Ilicínea,Agência e Operadores,2025,6,0
Ilicínea,Agência e Operadores,2025,7,0
Ilicínea,Agência e Operadores,2025,8,0
Ilicínea,Agência e Operadores,2025,9,0
Ilicínea,Agência e Operadores,2025,10,0
Ilicínea,Agência e Operadores,2025,11,0
Ilicínea,Agência e Operadores,2025,12,0
Pedralva,Entretenimento,2021,12,3
Pedralva,Entretenimento,2022,1,3
Pedralva,Entretenimento,2022,2,3
Pedralva,Entretenimento,2022,3,3
Pedralva,Entretenimento,2022,4,3
Pedralva,Entretenimento,2022,5,3
Pedralva,Entretenimento,2022,6,3
Pedralva,Entretenimento,2022,7,3
Pedralva,Entretenimento,2022,8,3
Pedralva,Entretenimento,2022,9,3
Pedralva,Entretenimento,2022,10,3
Pedralva,Entretenimento,2022,11,3
Pedralva,Entretenimento,2022,12,0
Pedralva,Entretenimento,2023,1,0
Pedralva,Entretenimento,2023,2,0
Pedralva,Entretenimento,2023,3,0
Pedralva,Entretenimento,2023,4,0
Pedralva,Entretenimento,2023,5,0
Pedralva,Entretenimento,2023,6,0
Pedralva,Entretenimento,2023,7,0
Pedralva,Entretenimento,2023,8,0
Pedralva,Entretenimento,2023,9,0
Pedralva,Entretenimento,2023,10,0
Pedralva,Entretenimento,2023,11,0
Pedralva,Entretenimento,2023,12,1
Pedralva,Entretenimento,2024,1,1
Pedralva,Entretenimento,2024,2,1
Pedralva,Entretenimento,2024,3,4
Pedralva,Entretenimento,2024,4,4
Pedralva,Entretenimento,2024,5,4
Pedralva,Entretenimento,2024,6,4
Pedralva,Entretenimento,2024,7,4
Pedralva,Entretenimento,2024,8,5
Pedralva,Entretenimento,2024,9,5
Pedralva,Entretenimento,2024,10,5
Pedralva,Entretenimento,2024,11,5
Pedralva,Entretenimento,2024,12,5
Pedralva,Entretenimento,2025,1,5
Pedralva,Entretenimento,2025,2,5
Pedralva,Entretenimento,2025,3,5
Pedralva,Entretenimento,2025,4,5
Pedralva,Entretenimento,2025,5,4
Pedralva,Entretenimento,2025,6,4
Pedralva,Entretenimento,2025,7,4
Pedralva,Entretenimento,2025,8,4
Pedralva,Entretenimento,2025,9,4
Pedralva,Entretenimento,2025,10,4
Pedralva,Entretenimento,2025,11,4
Pedralva,Entretenimento,2025,12,4
Pedralva,Transportes,2021,12,9
Pedralva,Transportes,2022,1,9
Pedralva,Transportes,2022,2,9
Pedralva,Transportes,2022,3,9
Pedralva,Transportes,2022,4,8
Pedralva,Transportes,2022,5,8
Pedralva,Transportes,2022,6,8
Pedralva,Transportes,2022,7,8
Pedralva,Transportes,2022,8,8
Pedralva,Transportes,2022,9,7
Pedralva,Transportes,2022,10,6
Pedralva,Transportes,2022,11,6
Pedralva,Transportes,2022,12,10
Pedralva,Transportes,2023,1,10
Pedralva,Transportes,2023,2,11
Pedralva,Transportes,2023,3,10
Pedralva,Transportes,2023,4,10
Pedralva,Transportes,2023,5,10
Pedralva,Transportes,2023,6,10
Pedralva,Transportes,2023,7,11
Pedralva,Transportes,2023,8,13
Pedralva,Transportes,2023,9,13
Pedralva,Transportes,2023,10,12
Pedralva,Transportes,2023,11,12
Pedralva,Transportes,2023,12,13
Pedralva,Transportes,2024,1,12
Pedralva,Transportes,2024,2,13
Pedralva,Transportes,2024,3,12
Pedralva,Transportes,2024,4,13
Pedralva,Transportes,2024,5,13
Pedralva,Transportes,2024,6,13
Pedralva,Transportes,2024,7,15
Pedralva,Transportes,2024,8,16
Pedralva,Transportes,2024,9,16
Pedralva,Transportes,2024,10,16
Pedralva,Transportes,2024,11,15
Pedralva,Transportes,2024,12,14
Pedralva,Transportes,2025,1,15
Pedralva,Transportes,2025,2,15
Pedralva,Transportes,2025,3,15
Pedralva,Transportes,2025,4,14
