Município,Classificação,Ano,Mês,Estoque
Carmo da Cachoeira,Alimentação,2022,4,29
Carmo da Cachoeira,Alimentação,2022,5,22
Carmo da Cachoeira,Alimentação,2022,6,21
Carmo da Cachoeira,Alimentação,2022,7,21
Carmo da Cachoeira,Alimentação,2022,8,18
Carmo da Cachoeira,Alimentação,2022,9,16
Carmo da Cachoeira,Alimentação,2022,10,15
Carmo da Cachoeira,Alimentação,2022,11,12
Carmo da Cachoeira,Alimentação,2022,12,31
Carmo da Cachoeira,Alimentação,2023,1,33
Carmo da Cachoeira,Alimentação,2023,2,35
Carmo da Cachoeira,Alimentação,2023,3,36
Carmo da Cachoeira,Alimentação,2023,4,37
Carmo da Cachoeira,Alimentação,2023,5,36
Carmo da Cachoeira,Alimentação,2023,6,34
Carmo da Cachoeira,Alimentação,2023,7,34
Carmo da Cachoeira,Alimentação,2023,8,39
Carmo da Cachoeira,Alimentação,2023,9,39
Carmo da Cachoeira,Alimentação,2023,10,37
Carmo da Cachoeira,Alimentação,2023,11,37
Carmo da Cachoeira,Alimentação,2023,12,34
Carmo da Cachoeira,Alimentação,2024,1,34
Carmo da Cachoeira,Alimentação,2024,2,34
Carmo da Cachoeira,Alimentação,2024,3,38
Carmo da Cachoeira,Alimentação,2024,4,38
Carmo da Cachoeira,Alimentação,2024,5,42
Carmo da Cachoeira,Alimentação,2024,6,43
Carmo da Cachoeira,Alimentação,2024,7,42
Carmo da Cachoeira,Alimentação,2024,8,45
Carmo da Cachoeira,Alimentação,2024,9,42
Carmo da Cachoeira,Alimentação,2024,10,39
Carmo da Cachoeira,Alimentação,2024,11,40
Carmo da Cachoeira,Alimentação,2024,12,39
Carmo da Cachoeira,Alimentação,2025,1,40
Carmo da Cachoeira,Alimentação,2025,2,36
Carmo da Cachoeira,Alimentação,2025,3,37
Carmo da Cachoeira,Alimentação,2025,4,36
Carmo da Cachoeira,Alimentação,2025,5,33
Carmo da Cachoeira,Alimentação,2025,6,34
Carmo da Cachoeira,Alimentação,2025,7,36
Carmo da Cachoeira,Alimentação,2025,8,36
Carmo da Cachoeira,Alimentação,2025,9,42
Carmo da Cachoeira,Alimentação,2025,10,41
Carmo da Cachoeira,Alimentação,2025,11,36
Carmo da Cachoeira,Alimentação,2025,12,35
Carmo da Cachoeira,Entretenimento,2021,12,6
Carmo da Cachoeira,Entretenimento,2022,1,6
Carmo da Cachoeira,Entretenimento,2022,2,6
Carmo da Cachoeira,Entretenimento,2022,3,6
Carmo da Cachoeira,Entretenimento,2022,4,6
Carmo da Cachoeira,Entretenimento,2022,5,6
Carmo da Cachoeira,Entretenimento,2022,6,4
Carmo da Cachoeira,Entretenimento,2022,7,4
Carmo da Cachoeira,Entretenimento,2022,8,-2
Carmo da Cachoeira,Entretenimento,2022,9,-2
Carmo da Cachoeira,Entretenimento,2022,10,-4
Carmo da Cachoeira,Entretenimento,2022,11,-5
Carmo da Cachoeira,Entretenimento,2022,12,16
Carmo da Cachoeira,Entretenimento,2023,1,16
Carmo da Cachoeira,Entretenimento,2023,2,16
Carmo da Cachoeira,Entretenimento,2023,3,16
Carmo da Cachoeira,Entretenimento,2023,4,15
Carmo da Cachoeira,Entretenimento,2023,5,16
Carmo da Cachoeira,Entretenimento,2023,6,15
Carmo da Cachoeira,Entretenimento,2023,7,15
Carmo da Cachoeira,Entretenimento,2023,8,16
Carmo da Cachoeira,Entretenimento,2023,9,17
Carmo da Cachoeira,Entretenimento,2023,10,15
Carmo da Cachoeira,Entretenimento,2023,11,15
Carmo da Cachoeira,Entretenimento,2023,12,16
Carmo da Cachoeira,Entretenimento,2024,1,16
Carmo da Cachoeira,Entretenimento,2024,2,17
Carmo da Cachoeira,Entretenimento,2024,3,15
Carmo da Cachoeira,Entretenimento,2024,4,15
Carmo da Cachoeira,Entretenimento,2024,5,14
Carmo da Cachoeira,Entretenimento,2024,6,14
Carmo da Cachoeira,Entretenimento,2024,7,15
Carmo da Cachoeira,Entretenimento,2024,8,16
Carmo da Cachoeira,Entretenimento,2024,9,18
Carmo da Cachoeira,Entretenimento,2024,10,17
Carmo da Cachoeira,Entretenimento,2024,11,16
Carmo da Cachoeira,Entretenimento,2024,12,16
Carmo da Cachoeira,Entretenimento,2025,1,16
Carmo da Cachoeira,Entretenimento,2025,2,16
Carmo da Cachoeira,Entretenimento,2025,3,18
Carmo da Cachoeira,Entretenimento,2025,4,18
Carmo da Cachoeira,Entretenimento,2025,5,16
Carmo da Cachoeira,Entretenimento,2025,6,16
Carmo da Cachoeira,Entretenimento,2025,7,18
Carmo da Cachoeira,Entretenimento,2025,8,21
Carmo da Cachoeira,Entretenimento,2025,9,20
Carmo da Cachoeira,Entretenimento,2025,10,20
Carmo da Cachoeira,Entretenimento,2025,11,21
Carmo da Cachoeira,Entretenimento,2025,12,22
Carmo da Cachoeira,Agência e Operadores,2021,12,1
Carmo da Cachoeira,Agência e Operadores,2022,1,1
Carmo da Cachoeira,Agência e Operadores,2022,2,1
Carmo da Cachoeira,Agência e Operadores,2022,3,1
Carmo da Cachoeira,Agência e Operadores,2022,4,1
Carmo da Cachoeira,Agência e Operadores,2022,5,0
Carmo da Cachoeira,Agência e Operadores,2022,6,0
Carmo da Cachoeira,Agência e Operadores,2022,7,0
Carmo da Cachoeira,Agência e Operadores,2022,8,0
Carmo da Cachoeira,Agência e Operadores,2022,9,0
Carmo da Cachoeira,Agência e Operadores,2022,10,0
Carmo da Cachoeira,Agência e Operadores,2022,11,0
Carmo da Cachoeira,Agência e Operadores,2022,12,0
Carmo da Cachoeira,Agência e Operadores,2023,1,0
Carmo da Cachoeira,Agência e Operadores,2023,2,0
Carmo da Cachoeira,Agência e Operadores,2023,3,0
Carmo da Cachoeira,Agência e Operadores,2023,4,0
Carmo da Cachoeira,Agência e Operadores,2023,5,0
Carmo da Cachoeira,Agência e Operadores,2023,6,0
Carmo da Cachoeira,Agência e Operadores,2023,7,0
Carmo da Cachoeira,Agência e Operadores,2023,8,0
Carmo da Cachoeira,Agência e Operadores,2023,9,0
Carmo da Cachoeira,Agência e Operadores,2023,10,0
Carmo da Cachoeira,Agência e Operadores,2023,11,0
Carmo da Cachoeira,Agência e Operadores,2023,12,0
Carmo da Cachoeira,Agência e Operadores,2024,1,0
Carmo da Cachoeira,Agência e Operadores,2024,2,0
Carmo da Cachoeira,Agência e Operadores,2024,3,0
Carmo da Cachoeira,Agência e Operadores,2024,4,0
Carmo da Cachoeira,Agência e Operadores,2024,5,0
Carmo da Cachoeira,Agência e Operadores,2024,6,0
Carmo da Cachoeira,Agência e Operadores,2024,7,0
Carmo da Cachoeira,Agência e Operadores,2024,8,0
Carmo da Cachoeira,Agência e Operadores,2024,9,0
Carmo da Cachoeira,Agência e Operadores,2024,10,0
Carmo da Cachoeira,Agência e Operadores,2024,11,0
Carmo da Cachoeira,Agência e Operadores,2024,12,0
Carmo da Cachoeira,Agência e Operadores,2025,1,0
Carmo da Cachoeira,Agência e Operadores,2025,2,0
Carmo da Cachoeira,Agência e Operadores,2025,3,0
Carmo da Cachoeira,Agência e Operadores,2025,4,0
Carmo da Cachoeira,Agência e Operadores,2025,5,0
Carmo da Cachoeira,Agência e Operadores,2025,6,0
Carmo da Cachoeira,Agência e Operadores,2025,7,0
Carmo da Cachoeira,Agência e Operadores,2025,8,0
Carmo da Cachoeira,Agência e Operadores,2025,9,0
Carmo da Cachoeira,Agência e Operadores,2025,10,0
Carmo da Cachoeira,Agência e Operadores,2025,11,0
Carmo da Cachoeira,Agência e Operadores,2025,12,0
Carmo de Minas,Comércio e Serviços,2021,12,14
Carmo de Minas,Comércio e Serviços,2022,1,13
Carmo de Minas,Comércio e Serviços,2022,2,13
Carmo de Minas,Comércio e Serviços,2022,3,13
Carmo de Minas,Comércio e Serviços,2022,4,13
Carmo de Minas,Comércio e Serviços,2022,5,13
Carmo de Minas,Comércio e Serviços,2022,6,13
Carmo de Minas,Comércio e Serviços,2022,7,14
Carmo de Minas,Comércio e Serviços,2022,8,13
Carmo de Minas,Comércio e Serviços,2022,9,13
Carmo de Minas,Comércio e Serviços,2022,10,13
Carmo de Minas,Comércio e Serviços,2022,11,13
Carmo de Minas,Comércio e Serviços,2022,12,16
Carmo de Minas,Comércio e Serviços,2023,1,16
Carmo de Minas,Comércio e Serviços,2023,2,16
Carmo de Minas,Comércio e Serviços,2023,3,15
Carmo de Minas,Comércio e Serviços,2023,4,15
Carmo de Minas,Comércio e Serviços,2023,5,15
Carmo de Minas,Comércio e Serviços,2023,6,13
Carmo de Minas,Comércio e Serviços,2023,7,14
Carmo de Minas,Comércio e Serviços,2023,8,15
Carmo de Minas,Comércio e Serviços,2023,9,15
Carmo de Minas,Comércio e Serviços,2023,10,16
Carmo de Minas,Comércio e Serviços,2023,11,16
Carmo de Minas,Comércio e Serviços,2023,12,16
Carmo de Minas,Comércio e Serviços,2024,1,16
Carmo de Minas,Comércio e Serviços,2024,2,15
Carmo de Minas,Comércio e Serviços,2024,3,13
Carmo de Minas,Comércio e Serviços,2024,4,13
Carmo de Minas,Comércio e Serviços,2024,5,14
Carmo de Minas,Comércio e Serviços,2024,6,15
Carmo de Minas,Comércio e Serviços,2024,7,15
Carmo de Minas,Comércio e Serviços,2024,8,15
Carmo de Minas,Comércio e Serviços,2024,9,14
Carmo de Minas,Comércio e Serviços,2024,10,14
Carmo de Minas,Comércio e Serviços,2024,11,14
Carmo de Minas,Comércio e Serviços,2024,12,15
Carmo de Minas,Comércio e Serviços,2025,1,16
Carmo de Minas,Comércio e Serviços,2025,2,15
Carmo de Minas,Comércio e Serviços,2025,3,14
Carmo de Minas,Comércio e Serviços,2025,4,14
Carmo de Minas,Comércio e Serviços,2025,5,15
Carmo de Minas,Comércio e Serviços,2025,6,15
Carmo de Minas,Comércio e Serviços,2025,7,15
Carmo de Minas,Comércio e Serviços,2025,8,14
Carmo de Minas,Comércio e Serviços,2025,9,14
Carmo de Minas,Comércio e Serviços,2025,10,14
Carmo de Minas,Comércio e Serviços,2025,11,14
Carmo de Minas,Comércio e Serviços,2025,12,15
Carmo de Minas,Transportes,2021,12,4
Carmo de Minas,Transportes,2022,1,4
Carmo de Minas,Transportes,2022,2,4
Carmo de Minas,Transportes,2022,3,4
Carmo de Minas,Transportes,2022,4,2
Carmo de Minas,Transportes,2022,5,2
Carmo de Minas,Transportes,2022,6,2
Carmo de Minas,Transportes,2022,7,1
Carmo de Minas,Transportes,2022,8,2
Carmo de Minas,Transportes,2022,9,2
Carmo de Minas,Transportes,2022,10,1
Carmo de Minas,Transportes,2022,11,1
Carmo de Minas,Transportes,2022,12,3
Carmo de Minas,Transportes,2023,1,3
Carmo de Minas,Transportes,2023,2,3
Carmo de Minas,Transportes,2023,3,4
Carmo de Minas,Transportes,2023,4,5
Carmo de Minas,Transportes,2023,5,6
Carmo de Minas,Transportes,2023,6,6
Carmo de Minas,Transportes,2023,7,6
Carmo de Minas,Transportes,2023,8,6
Carmo de Minas,Transportes,2023,9,5
Carmo de Minas,Transportes,2023,10,5
Carmo de Minas,Transportes,2023,11,4
Carmo de Minas,Transportes,2023,12,3
Carmo de Minas,Transportes,2024,1,3
Carmo de Minas,Transportes,2024,2,3
Carmo de Minas,Transportes,2024,3,3
Carmo de Minas,Transportes,2024,4,3
Carmo de Minas,Transportes,2024,5,3
Carmo de Minas,Transportes,2024,6,3
Carmo de Minas,Transportes,2024,7,3
Carmo de Minas,Transportes,2024,8,4
Carmo de Minas,Transportes,2024,9,4
Carmo de Minas,Transportes,2024,10,4
Carmo de Minas,Transportes,2024,11,3
Carmo de Minas,Transportes,2024,12,3
Carmo de Minas,Transportes,2025,1,3
Carmo de Minas,Transportes,2025,2,3
Carmo de Minas,Transportes,2025,3,3
Carmo de Minas,Transportes,2025,4,3
Carmo de Minas,Transportes,2025,5,4
Carmo de Minas,Transportes,2025,6,4
Carmo de Minas,Transportes,2025,7,2
Carmo de Minas,Transportes,2025,8,2
Carmo de Minas,Transportes,2025,9,2
Carmo de Minas,Transportes,2025,10,2
Carmo de Minas,Transportes,2025,11,2
Carmo de Minas,Transportes,2025,12,2
Carmo de Minas,Alimentação,2021,12,28
Carmo de Minas,Alimentação,2022,1,29
Carmo de Minas,Alimentação,2022,2,26
Carmo de Minas,Alimentação,2022,3,27
Carmo de Minas,Alimentação,2022,4,23
Carmo de Minas,Alimentação,2022,5,22
Carmo de Minas,Alimentação,2022,6,21
Carmo de Minas,Alimentação,2022,7,23
Carmo de Minas,Alimentação,2022,8,22
Carmo de Minas,Alimentação,2022,9,22
Carmo de Minas,Alimentação,2022,10,18
Carmo de Minas,Alimentação,2022,11,16
Carmo de Minas,Alimentação,2022,12,23
Carmo de Minas,Alimentação,2023,1,25
Carmo de Minas,Alimentação,2023,2,28
Carmo de Minas,Alimentação,2023,3,29
Carmo de Minas,Alimentação,2023,4,29
Carmo de Minas,Alimentação,2023,5,32
Carmo de Minas,Alimentação,2023,6,32
Carmo de Minas,Alimentação,2023,7,29
Carmo de Minas,Alimentação,2023,8,32
Carmo de Minas,Alimentação,2023,9,32
Carmo de Minas,Alimentação,2023,10,30
Carmo de Minas,Alimentação,2023,11,28
Carmo de Minas,Alimentação,2023,12,26
Carmo de Minas,Alimentação,2024,1,27
Carmo de Minas,Alimentação,2024,2,28
Carmo de Minas,Alimentação,2024,3,29
Carmo de Minas,Alimentação,2024,4,27
Carmo de Minas,Alimentação,2024,5,25
Carmo de Minas,Alimentação,2024,6,22
Carmo de Minas,Alimentação,2024,7,22
Carmo de Minas,Alimentação,2024,8,22
Carmo de Minas,Alimentação,2024,9,22
Carmo de Minas,Alimentação,2024,10,25
Carmo de Minas,Alimentação,2024,11,24
Carmo de Minas,Alimentação,2024,12,23
Carmo de Minas,Alimentação,2025,1,24
Carmo de Minas,Alimentação,2025,2,25
Carmo de Minas,Alimentação,2025,3,29
Carmo de Minas,Alimentação,2025,4,29
Carmo de Minas,Alimentação,2025,5,29
Carmo de Minas,Alimentação,2025,6,29
Carmo de Minas,Alimentação,2025,7,30
Carmo de Minas,Alimentação,2025,8,34
Carmo de Minas,Alimentação,2025,9,35
Carmo de Minas,Alimentação,2025,10,33
Carmo de Minas,Alimentação,2025,11,31
Carmo de Minas,Alimentação,2025,12,30
Carmo de Minas,Entretenimento,2021,12,9
Carmo de Minas,Entretenimento,2022,1,9
Carmo de Minas,Entretenimento,2022,2,9
Carmo de Minas,Entretenimento,2022,3,9
Carmo de Minas,Entretenimento,2022,4,9
Carmo de Minas,Entretenimento,2022,5,9
Carmo de Minas,Entretenimento,2022,6,9
Carmo de Minas,Entretenimento,2022,7,9
Carmo de Minas,Entretenimento,2022,8,9
Carmo de Minas,Entretenimento,2022,9,8
Carmo de Minas,Entretenimento,2022,10,7
Carmo de Minas,Entretenimento,2022,11,7
Carmo de Minas,Entretenimento,2022,12,14
Carmo de Minas,Entretenimento,2023,1,14
Carmo de Minas,Entretenimento,2023,2,14
Carmo de Minas,Entretenimento,2023,3,14
Carmo de Minas,Entretenimento,2023,4,14
Carmo de Minas,Entretenimento,2023,5,14
Carmo de Minas,Entretenimento,2023,6,17
Carmo de Minas,Entretenimento,2023,7,15
Carmo de Minas,Entretenimento,2023,8,14
Carmo de Minas,Entretenimento,2023,9,14
Carmo de Minas,Entretenimento,2023,10,15
Carmo de Minas,Entretenimento,2023,11,13
Carmo de Minas,Entretenimento,2023,12,14
Carmo de Minas,Entretenimento,2024,1,13
Carmo de Minas,Entretenimento,2024,2,13
Carmo de Minas,Entretenimento,2024,3,12
Carmo de Minas,Entretenimento,2024,4,13
Carmo de Minas,Entretenimento,2024,5,15
Carmo de Minas,Entretenimento,2024,6,15
Carmo de Minas,Entretenimento,2024,7,15
Carmo de Minas,Entretenimento,2024,8,16
Carmo de Minas,Entretenimento,2024,9,17
Carmo de Minas,Entretenimento,2024,10,17
Carmo de Minas,Entretenimento,2024,11,16
Carmo de Minas,Entretenimento,2024,12,16
Carmo de Minas,Entretenimento,2025,1,18
Carmo de Minas,Entretenimento,2025,2,18
Carmo de Minas,Entretenimento,2025,3,19
Carmo de Minas,Entretenimento,2025,4,19
Carmo de Minas,Entretenimento,2025,5,19
Carmo de Minas,Entretenimento,2025,6,18
Carmo de Minas,Entretenimento,2025,7,16
Carmo de Minas,Entretenimento,2025,8,16
Carmo de Minas,Entretenimento,2025,9,17
Carmo de Minas,Entretenimento,2025,10,18
Carmo de Minas,Entretenimento,2025,11,19
Carmo de Minas,Entretenimento,2025,12,18
Carmo de Minas,Agência e Operadores,2021,12,0
Carmo de Minas,Agência e Operadores,2022,1,0
Carmo de Minas,Agência e Operadores,2022,2,0
Carmo de Minas,Agência e Operadores,2022,3,0
Carmo de Minas,Agência e Operadores,2022,4,0
Carmo de Minas,Agência e Operadores,2022,5,0
Carmo de Minas,Agência e Operadores,2022,6,0
Carmo de Minas,Agência e Operadores,2022,7,0
Carmo de Minas,Agência e Operadores,2022,8,0
Carmo de Minas,Agência e Operadores,2022,9,0
Carmo de Minas,Agência e Operadores,2022,10,0
Carmo de Minas,Agência e Operadores,2022,11,0
Carmo de Minas,Agência e Operadores,2022,12,0
Carmo de Minas,Agência e Operadores,2023,1,0
Carmo de Minas,Agência e Operadores,2023,2,0
Carmo de Minas,Agência e Operadores,2023,3,0
Carmo de Minas,Agência e Operadores,2023,4,0
Carmo de Minas,Agência e Operadores,2023,5,0
Carmo de Minas,Agência e Operadores,2023,6,0
Carmo de Minas,Agência e Operadores,2023,7,0
Carmo de Minas,Agência e Operadores,2023,8,0
Carmo de Minas,Agência e Operadores,2023,9,0
Carmo de Minas,Agência e Operadores,2023,10,0
Carmo de Minas,Agência e Operadores,2023,11,0
Carmo de Minas,Agência e Operadores,2023,12,0
Carmo de Minas,Agência e Operadores,2024,1,0
Carmo de Minas,Agência e Operadores,2024,2,0
Carmo de Minas,Agência e Operadores,2024,3,0
Carmo de Minas,Agência e Operadores,2024,4,0
Carmo de Minas,Agência e Operadores,2024,5,0
Carmo de Minas,Agência e Operadores,2024,6,0
Carmo de Minas,Agência e Operadores,2024,7,0
Carmo de Minas,Agência e Operadores,2024,8,0
Carmo de Minas,Agência e Operadores,2024,9,0
Carmo de Minas,Agência e Operadores,2024,10,0
Carmo de Minas,Agência e Operadores,2024,11,0
Carmo de Minas,Agência e Operadores,2024,12,0
Carmo de Minas,Agência e Operadores,2025,1,0
Carmo de Minas,Agência e Operadores,2025,2,0
Carmo de Minas,Agência e Operadores,2025,3,0
Carmo de Minas,Agência e Operadores,2025,4,0
Carmo de Minas,Agência e Operadores,2025,5,0
Carmo de Minas,Agência e Operadores,2025,6,0
Carmo de Minas,Agência e Operadores,2025,7,0
Carmo de Minas,Agência e Operadores,2025,8,0
Carmo de Minas,Agência e Operadores,2025,9,0
Carmo de Minas,Agência e Operadores,2025,10,0
Carmo de Minas,Agência e Operadores,2025,11,0
Carmo de Minas,Agência e Operadores,2025,12,0
Carmo de Minas,Hospedagem,2021,12,27
Carmo de Minas,Hospedagem,2022,1,27
Carmo de Minas,Hospedagem,2022,2,27
Carmo de Minas,Hospedagem,2022,3,26
Carmo de Minas,Hospedagem,2022,4,26
Carmo de Minas,Hospedagem,2022,5,26
Carmo de Minas,Hospedagem,2022,6,25
Carmo de Minas,Hospedagem,2022,7,25
Carmo de Minas,Hospedagem,2022,8,25
Carmo de Minas,Hospedagem,2022,9,25
Carmo de Minas,Hospedagem,2022,10,21
Carmo de Minas,Hospedagem,2022,11,20
Carmo de Minas,Hospedagem,2022,12,35
Carmo de Minas,Hospedagem,2023,1,37
Carmo de Minas,Hospedagem,2023,2,36
Carmo de Minas,Hospedagem,2023,3,38
Carmo de Minas,Hospedagem,2023,4,36
Carmo de Minas,Hospedagem,2023,5,37
Carmo de Minas,Hospedagem,2023,6,39
Carmo de Minas,Hospedagem,2023,7,38
Carmo de Minas,Hospedagem,2023,8,38
Carmo de Minas,Hospedagem,2023,9,38
Carmo de Minas,Hospedagem,2023,10,38
Carmo de Minas,Hospedagem,2023,11,39
Carmo de Minas,Hospedagem,2023,12,43
Carmo de Minas,Hospedagem,2024,1,42
Carmo de Minas,Hospedagem,2024,2,42
Carmo de Minas,Hospedagem,2024,3,42
Carmo de Minas,Hospedagem,2024,4,42
Carmo de Minas,Hospedagem,2024,5,42
Carmo de Minas,Hospedagem,2024,6,41
Carmo de Minas,Hospedagem,2024,7,42
Carmo de Minas,Hospedagem,2024,8,41
Carmo de Minas,Hospedagem,2024,9,40
Carmo de Minas,Hospedagem,2024,10,40
Carmo de Minas,Hospedagem,2024,11,43
Carmo de Minas,Hospedagem,2024,12,40
Carmo de Minas,Hospedagem,2025,1,41
Carmo de Minas,Hospedagem,2025,2,39
Carmo de Minas,Hospedagem,2025,3,39
Carmo de Minas,Hospedagem,2025,4,40
Carmo de Minas,Hospedagem,2025,5,39
Carmo de Minas,Hospedagem,2025,6,37
Carmo de Minas,Hospedagem,2025,7,37
Carmo de Minas,Hospedagem,2025,8,35
Carmo de Minas,Hospedagem,2025,9,36
Carmo de Minas,Hospedagem,2025,10,35
Carmo de Minas,Hospedagem,2025,11,36
Carmo de Minas,Hospedagem,2025,12,34
Carvalhos,Entretenimento,2021,12,3
Carvalhos,Entretenimento,2022,1,3
Carvalhos,Entretenimento,2022,2,3
Carvalhos,Entretenimento,2022,3,3
Carvalhos,Entretenimento,2022,4,3
Carvalhos,Entretenimento,2022,5,2
Carvalhos,Entretenimento,2022,6,2
Carvalhos,Entretenimento,2022,7,2
Carvalhos,Entretenimento,2022,8,2
Carvalhos,Entretenimento,2022,9,2
Carvalhos,Entretenimento,2022,10,2
Carvalhos,Entretenimento,2022,11,2
Carvalhos,Entretenimento,2022,12,2
Carvalhos,Entretenimento,2023,1,2
Carvalhos,Entretenimento,2023,2,2
Carvalhos,Entretenimento,2023,3,2
Carvalhos,Entretenimento,2023,4,2
Carvalhos,Entretenimento,2023,5,2
Carvalhos,Entretenimento,2023,6,2
Carvalhos,Entretenimento,2023,7,2
Carvalhos,Entretenimento,2023,8,1
Carvalhos,Entretenimento,2023,9,1
Carvalhos,Entretenimento,2023,10,1
Carvalhos,Entretenimento,2023,11,1
Carvalhos,Entretenimento,2023,12,1
Carvalhos,Entretenimento,2024,1,1
Carvalhos,Entretenimento,2024,2,2
Carvalhos,Entretenimento,2024,3,2
Carvalhos,Entretenimento,2024,4,3
Carvalhos,Entretenimento,2024,5,3
Carvalhos,Entretenimento,2024,6,3
Carvalhos,Entretenimento,2024,7,1
Carvalhos,Entretenimento,2024,8,3
Carvalhos,Entretenimento,2024,9,3
Carvalhos,Entretenimento,2024,10,3
Carvalhos,Entretenimento,2024,11,3
Carvalhos,Entretenimento,2024,12,3
Carvalhos,Entretenimento,2025,1,2
Carvalhos,Entretenimento,2025,2,2
Carvalhos,Entretenimento,2025,3,2
Carvalhos,Entretenimento,2025,4,2
Carvalhos,Entretenimento,2025,5,2
Carvalhos,Entretenimento,2025,6,2
Carvalhos,Entretenimento,2025,7,2
Carvalhos,Entretenimento,2025,8,2
Carvalhos,Entretenimento,2025,9,2
Carvalhos,Entretenimento,2025,10,2
Carvalhos,Entretenimento,2025,11,2
Carvalhos,Entretenimento,2025,12,2
Carvalhos,Comércio e Serviços,2021,12,1
Carvalhos,Comércio e Serviços,2022,1,1
Carvalhos,Comércio e Serviços,2022,2,1
Carvalhos,Comércio e Serviços,2022,3,1
Carvalhos,Comércio e Serviços,2022,4,1
Carvalhos,Comércio e Serviços,2022,5,1
Carvalhos,Comércio e Serviços,2022,6,1
Carvalhos,Comércio e Serviços,2022,7,1
Carvalhos,Comércio e Serviços,2022,8,1
Carvalhos,Comércio e Serviços,2022,9,1
Carvalhos,Comércio e Serviços,2022,10,1
Carvalhos,Comércio e Serviços,2022,11,1
Carvalhos,Comércio e Serviços,2022,12,1
Carvalhos,Comércio e Serviços,2023,1,1
Carvalhos,Comércio e Serviços,2023,2,1
Carvalhos,Comércio e Serviços,2023,3,1
Carvalhos,Comércio e Serviços,2023,4,1
Carvalhos,Comércio e Serviços,2023,5,1
Carvalhos,Comércio e Serviços,2023,6,1
Carvalhos,Comércio e Serviços,2023,7,1
Carvalhos,Comércio e Serviços,2023,8,1
Carvalhos,Comércio e Serviços,2023,9,1
Carvalhos,Comércio e Serviços,2023,10,1
Carvalhos,Comércio e Serviços,2023,11,1
Carvalhos,Comércio e Serviços,2023,12,1
Carvalhos,Comércio e Serviços,2024,1,1
Carvalhos,Comércio e Serviços,2024,2,1
Carvalhos,Comércio e Serviços,2024,3,1
Carvalhos,Comércio e Serviços,2024,4,1
Carvalhos,Comércio e Serviços,2024,5,1
Carvalhos,Comércio e Serviços,2024,6,1
Carvalhos,Comércio e Serviços,2024,7,1
Carvalhos,Comércio e Serviços,2024,8,1
Carvalhos,Comércio e Serviços,2024,9,1
Carvalhos,Comércio e Serviços,2024,10,1
Carvalhos,Comércio e Serviços,2024,11,1
Carvalhos,Comércio e Serviços,2024,12,1
Carvalhos,Comércio e Serviços,2025,1,1
Carvalhos,Comércio e Serviços,2025,2,1
Carvalhos,Comércio e Serviços,2025,3,1
Carvalhos,Comércio e Serviços,2025,4,1
Carvalhos,Comércio e Serviços,2025,5,1
Carvalhos,Comércio e Serviços,2025,6,1
Carvalhos,Comércio e Serviços,2025,7,1
Carvalhos,Comércio e Serviços,2025,8,1
Carvalhos,Comércio e Serviços,2025,9,1
Carvalhos,Comércio e Serviços,2025,10,1
Carvalhos,Comércio e Serviços,2025,11,1
Carvalhos,Comércio e Serviços,2025,12,1
Carvalhos,Transportes,2021,12,0
Carvalhos,Transportes,2022,1,0
Carvalhos,Transportes,2022,2,0
Carvalhos,Transportes,2022,3,0
Carvalhos,Transportes,2022,4,0
Carvalhos,Transportes,2022,5,0
Carvalhos,Transportes,2022,6,0
Carvalhos,Transportes,2022,7,0
Carvalhos,Transportes,2022,8,0
Carvalhos,Transportes,2022,9,0
Carvalhos,Transportes,2022,10,0
Carvalhos,Transportes,2022,11,0
Carvalhos,Transportes,2022,12,0
Carvalhos,Transportes,2023,1,0
Carvalhos,Transportes,2023,2,0
Carvalhos,Transportes,2023,3,0
Carvalhos,Transportes,2023,4,0
Carvalhos,Transportes,2023,5,0
Carvalhos,Transportes,2023,6,0
Carvalhos,Transportes,2023,7,0
Carvalhos,Transportes,2023,8,0
Carvalhos,Transportes,2023,9,0
Carvalhos,Transportes,2023,10,0
Carvalhos,Transportes,2023,11,0
Carvalhos,Transportes,2023,12,0
Carvalhos,Transportes,2024,1,0
Carvalhos,Transportes,2024,2,0
Carvalhos,Transportes,2024,3,0
Carvalhos,Transportes,2024,4,0
Carvalhos,Transportes,2024,5,0
Carvalhos,Transportes,2024,6,0
Carvalhos,Transportes,2024,7,0
Carvalhos,Transportes,2024,8,0
Carvalhos,Transportes,2024,9,0
Carvalhos,Transportes,2024,10,0
Carvalhos,Transportes,2024,11,0
Carvalhos,Transportes,2024,12,0
Carvalhos,Transportes,2025,1,0
Carvalhos,Transportes,2025,2,0
Carvalhos,Transportes,2025,3,0
Carvalhos,Transportes,2025,4,0
Carvalhos,Transportes,2025,5,0
Carvalhos,Transportes,2025,6,0
Carvalhos,Transportes,2025,7,0
Carvalhos,Transportes,2025,8,0
Carvalhos,Transportes,2025,9,0
Carvalhos,Transportes,2025,10,0
Carvalhos,Transportes,2025,11,0
Carvalhos,Transportes,2025,12,0
Carvalhos,Hospedagem,2021,12,3
Carvalhos,Hospedagem,2022,1,2
Carvalhos,Hospedagem,2022,2,2
Carvalhos,Hospedagem,2022,3,2
Carvalhos,Hospedagem,2022,4,2
Carvalhos,Hospedagem,2022,5,1
Carvalhos,Hospedagem,2022,6,1
Carvalhos,Hospedagem,2022,7,1
Carvalhos,Hospedagem,2022,8,2
