Município,Classificação,Ano,Mês,Saldo
Caldas,Hospedagem,2021,1,1
Caldas,Hospedagem,2021,2,0
Caldas,Hospedagem,2021,3,0
Caldas,Hospedagem,2021,4,1
Caldas,Hospedagem,2021,5,-1
Caldas,Hospedagem,2021,6,-2
Caldas,Hospedagem,2021,7,0
Caldas,Hospedagem,2021,8,-1
Caldas,Hospedagem,2021,9,0
Caldas,Hospedagem,2021,10,0
Caldas,Hospedagem,2021,11,0
Caldas,Hospedagem,2021,12,0
Caldas,Hospedagem,2022,1,0
Caldas,Hospedagem,2022,2,0
Caldas,Hospedagem,2022,3,0
Caldas,Hospedagem,2022,4,0
Caldas,Hospedagem,2022,5,0
Caldas,Hospedagem,2022,6,0
Caldas,Hospedagem,2022,7,-1
Caldas,Hospedagem,2022,8,0
Caldas,Hospedagem,2022,9,2
Caldas,Hospedagem,2022,10,-1
Caldas,Hospedagem,2022,11,-1
Caldas,Hospedagem,2022,12,0
Caldas,Hospedagem,2023,1,0
Caldas,Hospedagem,2023,2,1
Caldas,Hospedagem,2023,3,1
Caldas,Hospedagem,2023,4,0
Caldas,Hospedagem,2023,5,0
Caldas,Hospedagem,2023,6,0
Caldas,Hospedagem,2023,7,-1
Caldas,Hospedagem,2023,8,0
Caldas,Hospedagem,2023,9,0
Caldas,Hospedagem,2023,10,1
Caldas,Hospedagem,2023,11,0
Caldas,Hospedagem,2023,12,3
Caldas,Hospedagem,2024,1,1
Caldas,Hospedagem,2024,2,1
Caldas,Hospedagem,2024,3,-1
Caldas,Hospedagem,2024,4,0
Caldas,Hospedagem,2024,5,-2
Caldas,Hospedagem,2024,6,1
Caldas,Hospedagem,2024,7,-1
Caldas,Hospedagem,2024,8,0
Caldas,Hospedagem,2024,9,-1
Caldas,Hospedagem,2024,10,-1
Caldas,Hospedagem,2024,11,1
Caldas,Hospedagem,2024,12,0
Caldas,Hospedagem,2025,1,-1
Caldas,Hospedagem,2025,2,1
Caldas,Hospedagem,2025,3,0
Caldas,Hospedagem,2025,4,0
Caldas,Hospedagem,2025,5,1
Caldas,Hospedagem,2025,6,1
Caldas,Hospedagem,2025,7,0
Caldas,Hospedagem,2025,8,-1
Caldas,Hospedagem,2025,9,-2
Caldas,Hospedagem,2025,10,0
Caldas,Hospedagem,2025,11,-1
Caldas,Hospedagem,2025,12,0
Caldas,Comércio e Serviços,2021,1,-1
Caldas,Comércio e Serviços,2021,2,-1
Caldas,Comércio e Serviços,2021,3,-1
Caldas,Comércio e Serviços,2021,4,0
Caldas,Comércio e Serviços,2021,5,0
Caldas,Comércio e Serviços,2021,6,0
Caldas,Comércio e Serviços,2021,7,0
Caldas,Comércio e Serviços,2021,8,0
Caldas,Comércio e Serviços,2021,9,0
Caldas,Comércio e Serviços,2021,10,-4
Caldas,Comércio e Serviços,2021,11,0
Caldas,Comércio e Serviços,2021,12,-1
Caldas,Comércio e Serviços,2022,1,2
Caldas,Comércio e Serviços,2022,2,0
Caldas,Comércio e Serviços,2022,3,0
Caldas,Comércio e Serviços,2022,4,-1
Caldas,Comércio e Serviços,2022,5,0
Caldas,Comércio e Serviços,2022,6,-1
Caldas,Comércio e Serviços,2022,7,-1
Caldas,Comércio e Serviços,2022,8,0
Caldas,Comércio e Serviços,2022,9,0
Caldas,Comércio e Serviços,2022,10,-2
Caldas,Comércio e Serviços,2022,11,-2
Caldas,Comércio e Serviços,2022,12,-1
Caldas,Comércio e Serviços,2023,1,0
Caldas,Comércio e Serviços,2023,2,0
Caldas,Comércio e Serviços,2023,3,0
Caldas,Comércio e Serviços,2023,4,1
Caldas,Comércio e Serviços,2023,5,0
Caldas,Comércio e Serviços,2023,6,1
Caldas,Comércio e Serviços,2023,7,0
Caldas,Comércio e Serviços,2023,8,0
Caldas,Comércio e Serviços,2023,9,0
Caldas,Comércio e Serviços,2023,10,-1
Caldas,Comércio e Serviços,2023,11,1
Caldas,Comércio e Serviços,2023,12,0
Caldas,Comércio e Serviços,2024,1,1
Caldas,Comércio e Serviços,2024,2,-1
Caldas,Comércio e Serviços,2024,3,1
Caldas,Comércio e Serviços,2024,4,-2
Caldas,Comércio e Serviços,2024,5,-1
Caldas,Comércio e Serviços,2024,6,0
Caldas,Comércio e Serviços,2024,7,0
Caldas,Comércio e Serviços,2024,8,0
Caldas,Comércio e Serviços,2024,9,0
Caldas,Comércio e Serviços,2024,10,-1
Caldas,Comércio e Serviços,2024,11,0
Caldas,Comércio e Serviços,2024,12,1
Caldas,Comércio e Serviços,2025,1,0
Caldas,Comércio e Serviços,2025,2,1
Caldas,Comércio e Serviços,2025,3,1
Caldas,Comércio e Serviços,2025,4,0
Caldas,Comércio e Serviços,2025,5,0
Caldas,Comércio e Serviços,2025,6,0
Caldas,Comércio e Serviços,2025,7,0
Caldas,Comércio e Serviços,2025,8,1
Caldas,Comércio e Serviços,2025,9,-3
Caldas,Comércio e Serviços,2025,10,-9
Caldas,Comércio e Serviços,2025,11,0
Caldas,Comércio e Serviços,2025,12,0
Caldas,Transportes,2021,1,0
Caldas,Transportes,2021,2,0
Caldas,Transportes,2021,3,-2
Caldas,Transportes,2021,4,0
Caldas,Transportes,2021,5,0
Caldas,Transportes,2021,6,0
Caldas,Transportes,2021,7,0
Caldas,Transportes,2021,8,0
Caldas,Transportes,2021,9,0
Caldas,Transportes,2021,10,0
Caldas,Transportes,2021,11,0
Caldas,Transportes,2021,12,0
Caldas,Transportes,2022,1,0
Caldas,Transportes,2022,2,0
Caldas,Transportes,2022,3,0
Caldas,Transportes,2022,4,0
Caldas,Transportes,2022,5,0
Caldas,Transportes,2022,6,0
Caldas,Transportes,2022,7,0
Caldas,Transportes,2022,8,0
Caldas,Transportes,2022,9,0
Caldas,Transportes,2022,10,0
Caldas,Transportes,2022,11,0
Caldas,Transportes,2022,12,0
Caldas,Transportes,2023,1,0
Caldas,Transportes,2023,2,0
Caldas,Transportes,2023,3,0
Caldas,Transportes,2023,4,0
Caldas,Transportes,2023,5,0
Caldas,Transportes,2023,6,0
Caldas,Transportes,2023,7,0
Caldas,Transportes,2023,8,0
Caldas,Transportes,2023,9,0
Caldas,Transportes,2023,10,0
Caldas,Transportes,2023,11,1
Caldas,Transportes,2023,12,0
Caldas,Transportes,2024,1,0
Caldas,Transportes,2024,2,0
Caldas,Transportes,2024,3,0
Caldas,Transportes,2024,4,0
Caldas,Transportes,2024,5,0
Caldas,Transportes,2024,6,0
Caldas,Transportes,2024,7,0
Caldas,Transportes,2024,8,-1
Caldas,Transportes,2024,9,0
Caldas,Transportes,2024,10,0
Caldas,Transportes,2024,11,0
Caldas,Transportes,2024,12,0
Caldas,Transportes,2025,1,0
Caldas,Transportes,2025,2,0
Caldas,Transportes,2025,3,0
Caldas,Transportes,2025,4,0
Caldas,Transportes,2025,5,0
Caldas,Transportes,2025,6,0
Caldas,Transportes,2025,7,0
Caldas,Transportes,2025,8,0
Caldas,Transportes,2025,9,0
Caldas,Transportes,2025,10,0
Caldas,Transportes,2025,11,0
Caldas,Transportes,2025,12,0
Caldas,Entretenimento,2021,1,1
Caldas,Entretenimento,2021,2,-3
Caldas,Entretenimento,2021,3,0
Caldas,Entretenimento,2021,4,-1
Caldas,Entretenimento,2021,5,0
Caldas,Entretenimento,2021,6,0
Caldas,Entretenimento,2021,7,0
Caldas,Entretenimento,2021,8,0
Caldas,Entretenimento,2021,9,0
Caldas,Entretenimento,2021,10,-1
Caldas,Entretenimento,2021,11,-1
Caldas,Entretenimento,2021,12,0
Caldas,Entretenimento,2022,1,-1
Caldas,Entretenimento,2022,2,-1
Caldas,Entretenimento,2022,3,0
Caldas,Entretenimento,2022,4,0
Caldas,Entretenimento,2022,5,0
Caldas,Entretenimento,2022,6,0
Caldas,Entretenimento,2022,7,-1
Caldas,Entretenimento,2022,8,0
Caldas,Entretenimento,2022,9,-1
Caldas,Entretenimento,2022,10,-1
Caldas,Entretenimento,2022,11,1
Caldas,Entretenimento,2022,12,-1
Caldas,Entretenimento,2023,1,0
Caldas,Entretenimento,2023,2,0
Caldas,Entretenimento,2023,3,0
Caldas,Entretenimento,2023,4,0
Caldas,Entretenimento,2023,5,0
Caldas,Entretenimento,2023,6,0
Caldas,Entretenimento,2023,7,0
Caldas,Entretenimento,2023,8,-1
Caldas,Entretenimento,2023,9,0
Caldas,Entretenimento,2023,10,1
Caldas,Entretenimento,2023,11,0
Caldas,Entretenimento,2023,12,0
Caldas,Entretenimento,2024,1,0
Caldas,Entretenimento,2024,2,0
Caldas,Entretenimento,2024,3,0
Caldas,Entretenimento,2024,4,2
Caldas,Entretenimento,2024,5,0
Caldas,Entretenimento,2024,6,0
Caldas,Entretenimento,2024,7,0
Caldas,Entretenimento,2024,8,1
Caldas,Entretenimento,2024,9,0
Caldas,Entretenimento,2024,10,0
Caldas,Entretenimento,2024,11,-2
Caldas,Entretenimento,2024,12,0
Caldas,Entretenimento,2025,1,0
Caldas,Entretenimento,2025,2,-2
Caldas,Entretenimento,2025,3,0
Caldas,Entretenimento,2025,4,0
Caldas,Entretenimento,2025,5,-1
Caldas,Entretenimento,2025,6,0
Caldas,Entretenimento,2025,7,1
Caldas,Entretenimento,2025,8,0
Caldas,Entretenimento,2025,9,0
Caldas,Entretenimento,2025,10,1
Caldas,Entretenimento,2025,11,0
Caldas,Entretenimento,2025,12,0
Caldas,Alimentação,2021,1,7
Caldas,Alimentação,2021,2,-3
Caldas,Alimentação,2021,3,-4
Caldas,Alimentação,2021,4,0
Caldas,Alimentação,2021,5,-1
Caldas,Alimentação,2021,6,1
Caldas,Alimentação,2021,7,-3
Caldas,Alimentação,2021,8,-4
Caldas,Alimentação,2021,9,0
Caldas,Alimentação,2021,10,-2
Caldas,Alimentação,2021,11,-2
Caldas,Alimentação,2021,12,0
Caldas,Alimentação,2022,1,1
Caldas,Alimentação,2022,2,-1
Caldas,Alimentação,2022,3,-4
Caldas,Alimentação,2022,4,0
Caldas,Alimentação,2022,5,1
Caldas,Alimentação,2022,6,1
Caldas,Alimentação,2022,7,-2
Caldas,Alimentação,2022,8,1
Caldas,Alimentação,2022,9,-4
Caldas,Alimentação,2022,10,0
Caldas,Alimentação,2022,11,-1
Caldas,Alimentação,2022,12,-2
Caldas,Alimentação,2023,1,1
Caldas,Alimentação,2023,2,-3
Caldas,Alimentação,2023,3,1
Caldas,Alimentação,2023,4,0
Caldas,Alimentação,2023,5,-1
Caldas,Alimentação,2023,6,3
Caldas,Alimentação,2023,7,3
Caldas,Alimentação,2023,8,-1
Caldas,Alimentação,2023,9,-1
Caldas,Alimentação,2023,10,0
Caldas,Alimentação,2023,11,8
Caldas,Alimentação,2023,12,65
Caldas,Alimentação,2024,1,9
Caldas,Alimentação,2024,2,-77
Caldas,Alimentação,2024,3,3
Caldas,Alimentação,2024,4,5
Caldas,Alimentação,2024,5,-4
Caldas,Alimentação,2024,6,-1
Caldas,Alimentação,2024,7,-2
Caldas,Alimentação,2024,8,0
Caldas,Alimentação,2024,9,2
Caldas,Alimentação,2024,10,5
Caldas,Alimentação,2024,11,3
Caldas,Alimentação,2024,12,-4
Caldas,Alimentação,2025,1,1
Caldas,Alimentação,2025,2,0
Caldas,Alimentação,2025,3,3
Caldas,Alimentação,2025,4,-2
Caldas,Alimentação,2025,5,0
Caldas,Alimentação,2025,6,2
Caldas,Alimentação,2025,7,2
Caldas,Alimentação,2025,8,-1
Caldas,Alimentação,2025,9,0
Caldas,Alimentação,2025,10,-1
Caldas,Alimentação,2025,11,-12
Caldas,Alimentação,2025,12,3
Caldas,Agência e Operadores,2021,1,0
Caldas,Agência e Operadores,2021,2,0
Caldas,Agência e Operadores,2021,3,0
Caldas,Agência e Operadores,2021,4,0
Caldas,Agência e Operadores,2021,5,0
Caldas,Agência e Operadores,2021,6,0
Caldas,Agência e Operadores,2021,7,0
Caldas,Agência e Operadores,2021,8,0
Caldas,Agência e Operadores,2021,9,0
Caldas,Agência e Operadores,2021,10,0
Caldas,Agência e Operadores,2021,11,0
Caldas,Agência e Operadores,2021,12,0
Caldas,Agência e Operadores,2022,1,0
Caldas,Agência e Operadores,2022,2,0
Caldas,Agência e Operadores,2022,3,0
Caldas,Agência e Operadores,2022,4,0
Caldas,Agência e Operadores,2022,5,0
Caldas,Agência e Operadores,2022,6,0
Caldas,Agência e Operadores,2022,7,0
Caldas,Agência e Operadores,2022,8,0
Caldas,Agência e Operadores,2022,9,0
Caldas,Agência e Operadores,2022,10,0
Caldas,Agência e Operadores,2022,11,0
Caldas,Agência e Operadores,2022,12,0
Caldas,Agência e Operadores,2023,1,0
Caldas,Agência e Operadores,2023,2,0
Caldas,Agência e Operadores,2023,3,0
Caldas,Agência e Operadores,2023,4,0
Caldas,Agência e Operadores,2023,5,0
Caldas,Agência e Operadores,2023,6,0
Caldas,Agência e Operadores,2023,7,0
Caldas,Agência e Operadores,2023,8,0
Caldas,Agência e Operadores,2023,9,0
Caldas,Agência e Operadores,2023,10,0
Caldas,Agência e Operadores,2023,11,0
Caldas,Agência e Operadores,2023,12,0
Caldas,Agência e Operadores,2024,1,0
Caldas,Agência e Operadores,2024,2,0
Caldas,Agência e Operadores,2024,3,0
Caldas,Agência e Operadores,2024,4,0
Caldas,Agência e Operadores,2024,5,0
Caldas,Agência e Operadores,2024,6,0
Caldas,Agência e Operadores,2024,7,0
Caldas,Agência e Operadores,2024,8,0
Caldas,Agência e Operadores,2024,9,0
Caldas,Agência e Operadores,2024,10,0
Caldas,Agência e Operadores,2024,11,0
Caldas,Agência e Operadores,2024,12,0
Caldas,Agência e Operadores,2025,1,0
Caldas,Agência e Operadores,2025,2,0
Caldas,Agência e Operadores,2025,3,0
Caldas,Agência e Operadores,2025,4,0
Caldas,Agência e Operadores,2025,5,0
Caldas,Agência e Operadores,2025,6,0
Caldas,Agência e Operadores,2025,7,0
Caldas,Agência e Operadores,2025,8,0
Caldas,Agência e Operadores,2025,9,0
Caldas,Agência e Operadores,2025,10,0
Caldas,Agência e Operadores,2025,11,0
Caldas,Agência e Operadores,2025,12,0
Bandeira do Sul,Transportes,2021,1,0
Bandeira do Sul,Transportes,2021,2,0
Bandeira do Sul,Transportes,2021,3,0
Bandeira do Sul,Transportes,2021,4,0
Bandeira do Sul,Transportes,2021,5,0
Bandeira do Sul,Transportes,2021,6,0
Bandeira do Sul,Transportes,2021,7,0
Bandeira do Sul,Transportes,2021,8,0
Bandeira do Sul,Transportes,2021,9,0
Bandeira do Sul,Transportes,2021,10,0
Bandeira do Sul,Transportes,2021,11,0
Bandeira do Sul,Transportes,2021,12,0
Bandeira do Sul,Transportes,2022,1,0
Bandeira do Sul,Transportes,2022,2,0
Bandeira do Sul,Transportes,2022,3,0
Bandeira do Sul,Transportes,2022,4,0
Bandeira do Sul,Transportes,2022,5,0
Bandeira do Sul,Transportes,2022,6,0
Bandeira do Sul,Transportes,2022,7,0
Bandeira do Sul,Transportes,2022,8,0
Bandeira do Sul,Transportes,2022,9,0
Bandeira do Sul,Transportes,2022,10,0
Bandeira do Sul,Transportes,2022,11,0
Bandeira do Sul,Transportes,2022,12,0
Bandeira do Sul,Transportes,2023,1,0
Bandeira do Sul,Transportes,2023,2,0
Bandeira do Sul,Transportes,2023,3,0
Bandeira do Sul,Transportes,2023,4,0
Bandeira do Sul,Transportes,2023,5,0
Bandeira do Sul,Transportes,2023,6,0
Bandeira do Sul,Transportes,2023,7,0
Bandeira do Sul,Transportes,2023,8,0
Bandeira do Sul,Transportes,2023,9,0
Bandeira do Sul,Transportes,2023,10,0
Bandeira do Sul,Transportes,2023,11,0
Bandeira do Sul,Transportes,2023,12,0
Bandeira do Sul,Transportes,2024,1,0
Bandeira do Sul,Transportes,2024,2,0
Bandeira do Sul,Transportes,2024,3,0
Bandeira do Sul,Transportes,2024,4,0
Bandeira do Sul,Transportes,2024,5,0
Bandeira do Sul,Transportes,2024,6,0
Bandeira do Sul,Transportes,2024,7,0
Bandeira do Sul,Transportes,2024,8,0
Bandeira do Sul,Transportes,2024,9,0
Bandeira do Sul,Transportes,2024,10,0
Bandeira do Sul,Transportes,2024,11,0
Bandeira do Sul,Transportes,2024,12,0
Bandeira do Sul,Transportes,2025,1,0
Bandeira do Sul,Transportes,2025,2,0
Bandeira do Sul,Transportes,2025,3,0
Bandeira do Sul,Transportes,2025,4,0
Bandeira do Sul,Transportes,2025,5,0
Bandeira do Sul,Transportes,2025,6,0
Bandeira do Sul,Transportes,2025,7,0
Bandeira do Sul,Transportes,2025,8,0
Bandeira do Sul,Transportes,2025,9,0
Bandeira do Sul,Transportes,2025,10,0
Bandeira do Sul,Transportes,2025,11,1
Bandeira do Sul,Transportes,2025,12,0
Bandeira do Sul,Comércio e Serviços,2021,1,0
Bandeira do Sul,Comércio e Serviços,2021,2,0
Bandeira do Sul,Comércio e Serviços,2021,3,0
Bandeira do Sul,Comércio e Serviços,2021,4,0
Bandeira do Sul,Comércio e Serviços,2021,5,0
Bandeira do Sul,Comércio e Serviços,2021,6,0
Bandeira do Sul,Comércio e Serviços,2021,7,0
Bandeira do Sul,Comércio e Serviços,2021,8,0
Bandeira do Sul,Comércio e Serviços,2021,9,0
Bandeira do Sul,Comércio e Serviços,2021,10,0
Bandeira do Sul,Comércio e Serviços,2021,11,0
Bandeira do Sul,Comércio e Serviços,2021,12,0
Bandeira do Sul,Comércio e Serviços,2022,1,0
Bandeira do Sul,Comércio e Serviços,2022,2,0
Bandeira do Sul,Comércio e Serviços,2022,3,-1
Bandeira do Sul,Comércio e Serviços,2022,4,0
Bandeira do Sul,Comércio e Serviços,2022,5,-2
Bandeira do Sul,Comércio e Serviços,2022,6,0
Bandeira do Sul,Comércio e Serviços,2022,7,0
Bandeira do Sul,Comércio e Serviços,2022,8,0
Bandeira do Sul,Comércio e Serviços,2022,9,0
Bandeira do Sul,Comércio e Serviços,2022,10,0
Bandeira do Sul,Comércio e Serviços,2022,11,0
Bandeira do Sul,Comércio e Serviços,2022,12,0
Bandeira do Sul,Comércio e Serviços,2023,1,0
Bandeira do Sul,Comércio e Serviços,2023,2,-1
Bandeira do Sul,Comércio e Serviços,2023,3,1
Bandeira do Sul,Comércio e Serviços,2023,4,0
Bandeira do Sul,Comércio e Serviços,2023,5,0
Bandeira do Sul,Comércio e Serviços,2023,6,-1
Bandeira do Sul,Comércio e Serviços,2023,7,1
Bandeira do Sul,Comércio e Serviços,2023,8,0
Bandeira do Sul,Comércio e Serviços,2023,9,0
Bandeira do Sul,Comércio e Serviços,2023,10,0
Bandeira do Sul,Comércio e Serviços,2023,11,0
Bandeira do Sul,Comércio e Serviços,2023,12,0
Bandeira do Sul,Comércio e Serviços,2024,1,0
Bandeira do Sul,Comércio e Serviços,2024,2,1
Bandeira do Sul,Comércio e Serviços,2024,3,1
Bandeira do Sul,Comércio e Serviços,2024,4,0
Bandeira do Sul,Comércio e Serviços,2024,5,1
Bandeira do Sul,Comércio e Serviços,2024,6,0
Bandeira do Sul,Comércio e Serviços,2024,7,-1
Bandeira do Sul,Comércio e Serviços,2024,8,0
Bandeira do Sul,Comércio e Serviços,2024,9,-1
Bandeira do Sul,Comércio e Serviços,2024,10,2
Bandeira do Sul,Comércio e Serviços,2024,11,-1
Bandeira do Sul,Comércio e Serviços,2024,12,0
Bandeira do Sul,Comércio e Serviços,2025,1,0
Bandeira do Sul,Comércio e Serviços,2025,2,0
Bandeira do Sul,Comércio e Serviços,2025,3,-1
Bandeira do Sul,Comércio e Serviços,2025,4,1
Bandeira do Sul,Comércio e Serviços,2025,5,0
Bandeira do Sul,Comércio e Serviços,2025,6,0
Bandeira do Sul,Comércio e Serviços,2025,7,0
Bandeira do Sul,Comércio e Serviços,2025,8,0
Bandeira do Sul,Comércio e Serviços,2025,9,0
Bandeira do Sul,Comércio e Serviços,2025,10,0
Bandeira do Sul,Comércio e Serviços,2025,11,1
Bandeira do Sul,Comércio e Serviços,2025,12,0
Bandeira do Sul,Entretenimento,2021,1,0
Bandeira do Sul,Entretenimento,2021,2,0
Bandeira do Sul,Entretenimento,2021,3,0
Bandeira do Sul,Entretenimento,2021,4,0
Bandeira do Sul,Entretenimento,2021,5,0
Bandeira do Sul,Entretenimento,2021,6,0
Bandeira do Sul,Entretenimento,2021,7,0
Bandeira do Sul,Entretenimento,2021,8,0
Bandeira do Sul,Entretenimento,2021,9,0
Bandeira do Sul,Entretenimento,2021,10,0
Bandeira do Sul,Entretenimento,2021,11,0
Bandeira do Sul,Entretenimento,2021,12,0
Bandeira do Sul,Entretenimento,2022,1,0
Bandeira do Sul,Entretenimento,2022,2,0
Bandeira do Sul,Entretenimento,2022,3,0
Bandeira do Sul,Entretenimento,2022,4,0
Bandeira do Sul,Entretenimento,2022,5,0
Bandeira do Sul,Entretenimento,2022,6,0
Bandeira do Sul,Entretenimento,2022,7,0
Bandeira do Sul,Entretenimento,2022,8,0
Bandeira do Sul,Entretenimento,2022,9,0
Bandeira do Sul,Entretenimento,2022,10,0
Bandeira do Sul,Entretenimento,2022,11,0
Bandeira do Sul,Entretenimento,2022,12,0
Bandeira do Sul,Entretenimento,2023,1,0
Bandeira do Sul,Entretenimento,2023,2,0
Bandeira do Sul,Entretenimento,2023,3,0
Bandeira do Sul,Entretenimento,2023,4,0
Bandeira do Sul,Entretenimento,2023,5,0
Bandeira do Sul,Entretenimento,2023,6,0
Bandeira do Sul,Entretenimento,2023,7,0
Bandeira do Sul,Entretenimento,2023,8,0
Bandeira do Sul,Entretenimento,2023,9,0
Bandeira do Sul,Entretenimento,2023,10,0
Bandeira do Sul,Entretenimento,2023,11,0
Bandeira do Sul,Entretenimento,2023,12,0
Bandeira do Sul,Entretenimento,2024,1,0
Bandeira do Sul,Entretenimento,2024,2,0
Bandeira do Sul,Entretenimento,2024,3,0
Bandeira do Sul,Entretenimento,2024,4,-1
Bandeira do Sul,Entretenimento,2024,5,0
Bandeira do Sul,Entretenimento,2024,6,0
Bandeira do Sul,Entretenimento,2024,7,0
Bandeira do Sul,Entretenimento,2024,8,0
Bandeira do Sul,Entretenimento,2024,9,0
Bandeira do Sul,Entretenimento,2024,10,0
Bandeira do Sul,Entretenimento,2024,11,0
Bandeira do Sul,Entretenimento,2024,12,0
Bandeira do Sul,Entretenimento,2025,1,0
Bandeira do Sul,Entretenimento,2025,2,0
Bandeira do Sul,Entretenimento,2025,3,0
Bandeira do Sul,Entretenimento,2025,4,0
Bandeira do Sul,Entretenimento,2025,5,0
Bandeira do Sul,Entretenimento,2025,6,0
Bandeira do Sul,Entretenimento,2025,7,0
Bandeira do Sul,Entretenimento,2025,8,0
Bandeira do Sul,Entretenimento,2025,9,0
Bandeira do Sul,Entretenimento,2025,10,0
Bandeira do Sul,Entretenimento,2025,11,0
Bandeira do Sul,Entretenimento,2025,12,0
Bandeira do Sul,Agência e Operadores,2021,1,0
Bandeira do Sul,Agência e Operadores,2021,2,0
Bandeira do Sul,Agência e Operadores,2021,3,0
Bandeira do Sul,Agência e Operadores,2021,4,0
Bandeira do Sul,Agência e Operadores,2021,5,0
Bandeira do Sul,Agência e Operadores,2021,6,0
Bandeira do Sul,Agência e Operadores,2021,7,0
Bandeira do Sul,Agência e Operadores,2021,8,0
Bandeira do Sul,Agência e Operadores,2021,9,0
Bandeira do Sul,Agência e Operadores,2021,10,0
Bandeira do Sul,Agência e Operadores,2021,11,0
Bandeira do Sul,Agência e Operadores,2021,12,0
Bandeira do Sul,Agência e Operadores,2022,1,0
Bandeira do Sul,Agência e Operadores,2022,2,0
Bandeira do Sul,Agência e Operadores,2022,3,0
Bandeira do Sul,Agência e Operadores,2022,4,0
Bandeira do Sul,Agência e Operadores,2022,5,0
Bandeira do Sul,Agência e Operadores,2022,6,0
Bandeira do Sul,Agência e Operadores,2022,7,0
Bandeira do Sul,Agência e Operadores,2022,8,0
Bandeira do Sul,Agência e Operadores,2022,9,0
Bandeira do Sul,Agência e Operadores,2022,10,0
Bandeira do Sul,Agência e Operadores,2022,11,0
Bandeira do Sul,Agência e Operadores,2022,12,0
Bandeira do Sul,Agência e Operadores,2023,1,0
Bandeira do Sul,Agência e Operadores,2023,2,0
Bandeira do Sul,Agência e Operadores,2023,3,0
Bandeira do Sul,Agência e Operadores,2023,4,0
Bandeira do Sul,Agência e Operadores,2023,5,0
Bandeira do Sul,Agência e Operadores,2023,6,0
Bandeira do Sul,Agência e Operadores,2023,7,0
Bandeira do Sul,Agência e Operadores,2023,8,0
Bandeira do Sul,Agência e Operadores,2023,9,0
Bandeira do Sul,Agência e Operadores,2023,10,0
Bandeira do Sul,Agência e Operadores,2023,11,0
Bandeira do Sul,Agência e Operadores,2023,12,0
Bandeira do Sul,Agência e Operadores,2024,1,0
Bandeira do Sul,Agência e Operadores,2024,2,0
Bandeira do Sul,Agência e Operadores,2024,3,0
Bandeira do Sul,Agência e Operadores,2024,4,0
Bandeira do Sul,Agência e Operadores,2024,5,0
Bandeira do Sul,Agência e Operadores,2024,6,0
Bandeira do Sul,Agência e Operadores,2024,7,0
Bandeira do Sul,Agência e Operadores,2024,8,0
Bandeira do Sul,Agência e Operadores,2024,9,0
Bandeira do Sul,Agência e Operadores,2024,10,0
Bandeira do Sul,Agência e Operadores,2024,11,0
Bandeira do Sul,Agência e Operadores,2024,12,0
Bandeira do Sul,Agência e Operadores,2025,1,0
Bandeira do Sul,Agência e Operadores,2025,2,0
Bandeira do Sul,Agência e Operadores,2025,3,0
Bandeira do Sul,Agência e Operadores,2025,4,0
Bandeira do Sul,Agência e Operadores,2025,5,0
Bandeira do Sul,Agência e Operadores,2025,6,0
Bandeira do Sul,Agência e Operadores,2025,7,0
Bandeira do Sul,Agência e Operadores,2025,8,0
Bandeira do Sul,Agência e Operadores,2025,9,0
Bandeira do Sul,Agência e Operadores,2025,10,0
Bandeira do Sul,Agência e Operadores,2025,11,0
Bandeira do Sul,Agência e Operadores,2025,12,0
Bandeira do Sul,Hospedagem,2021,1,0
Bandeira do Sul,Hospedagem,2021,2,0
Bandeira do Sul,Hospedagem,2021,3,0
Bandeira do Sul,Hospedagem,2021,4,0
Bandeira do Sul,Hospedagem,2021,5,0
Bandeira do Sul,Hospedagem,2021,6,0
Bandeira do Sul,Hospedagem,2021,7,0
Bandeira do Sul,Hospedagem,2021,8,0
Bandeira do Sul,Hospedagem,2021,9,0
Bandeira do Sul,Hospedagem,2021,10,0
Bandeira do Sul,Hospedagem,2021,11,0
Bandeira do Sul,Hospedagem,2021,12,0
Bandeira do Sul,Hospedagem,2022,1,0
Bandeira do Sul,Hospedagem,2022,2,0
Bandeira do Sul,Hospedagem,2022,3,0
Bandeira do Sul,Hospedagem,2022,4,0
Bandeira do Sul,Hospedagem,2022,5,0
Bandeira do Sul,Hospedagem,2022,6,0
Bandeira do Sul,Hospedagem,2022,7,0
Bandeira do Sul,Hospedagem,2022,8,0
Bandeira do Sul,Hospedagem,2022,9,0
Bandeira do Sul,Hospedagem,2022,10,0
Bandeira do Sul,Hospedagem,2022,11,0
Bandeira do Sul,Hospedagem,2022,12,0
Bandeira do Sul,Hospedagem,2023,1,0
Bandeira do Sul,Hospedagem,2023,2,0
Bandeira do Sul,Hospedagem,2023,3,0
Bandeira do Sul,Hospedagem,2023,4,0
Bandeira do Sul,Hospedagem,2023,5,0
Bandeira do Sul,Hospedagem,2023,6,0
Bandeira do Sul,Hospedagem,2023,7,0
Bandeira do Sul,Hospedagem,2023,8,0
Bandeira do Sul,Hospedagem,2023,9,0
Bandeira do Sul,Hospedagem,2023,10,0
Bandeira do Sul,Hospedagem,2023,11,0
Bandeira do Sul,Hospedagem,2023,12,0
Bandeira do Sul,Hospedagem,2024,1,0
Bandeira do Sul,Hospedagem,2024,2,0
Bandeira do Sul,Hospedagem,2024,3,0
Bandeira do Sul,Hospedagem,2024,4,0
Bandeira do Sul,Hospedagem,2024,5,0
