Município,Classificação,Ano,Mês,Saldo
Marmelópolis,Alimentação,2022,11,0
Marmelópolis,Alimentação,2022,12,0
Marmelópolis,Alimentação,2023,1,0
Marmelópolis,Alimentação,2023,2,0
Marmelópolis,Alimentação,2023,3,0
Marmelópolis,Alimentação,2023,4,0
Marmelópolis,Alimentação,2023,5,0
Marmelópolis,Alimentação,2023,6,0
Marmelópolis,Alimentação,2023,7,0
Marmelópolis,Alimentação,2023,8,0
Marmelópolis,Alimentação,2023,9,0
Marmelópolis,Alimentação,2023,10,0
Marmelópolis,Alimentação,2023,11,0
Marmelópolis,Alimentação,2023,12,0
Marmelópolis,Alimentação,2024,1,0
Marmelópolis,Alimentação,2024,2,0
Marmelópolis,Alimentação,2024,3,-1
Marmelópolis,Alimentação,2024,4,0
Marmelópolis,Alimentação,2024,5,0
Marmelópolis,Alimentação,2024,6,0
Marmelópolis,Alimentação,2024,7,0
Marmelópolis,Alimentação,2024,8,0
Marmelópolis,Alimentação,2024,9,0
Marmelópolis,Alimentação,2024,10,0
Marmelópolis,Alimentação,2024,11,0
Marmelópolis,Alimentação,2024,12,0
Marmelópolis,Alimentação,2025,1,-1
Marmelópolis,Alimentação,2025,2,0
Marmelópolis,Alimentação,2025,3,0
Marmelópolis,Alimentação,2025,4,0
Marmelópolis,Alimentação,2025,5,0
Marmelópolis,Alimentação,2025,6,0
Marmelópolis,Alimentação,2025,7,0
Marmelópolis,Alimentação,2025,8,0
Marmelópolis,Alimentação,2025,9,0
Marmelópolis,Alimentação,2025,10,0
Marmelópolis,Alimentação,2025,11,0
Marmelópolis,Alimentação,2025,12,0
Minduri,Entretenimento,2021,1,0
Minduri,Entretenimento,2021,2,0
Minduri,Entretenimento,2021,3,0
Minduri,Entretenimento,2021,4,0
Minduri,Entretenimento,2021,5,0
Minduri,Entretenimento,2021,6,0
Minduri,Entretenimento,2021,7,0
Minduri,Entretenimento,2021,8,0
Minduri,Entretenimento,2021,9,0
Minduri,Entretenimento,2021,10,0
Minduri,Entretenimento,2021,11,-1
Minduri,Entretenimento,2021,12,0
Minduri,Entretenimento,2022,1,0
Minduri,Entretenimento,2022,2,0
Minduri,Entretenimento,2022,3,0
Minduri,Entretenimento,2022,4,0
Minduri,Entretenimento,2022,5,0
Minduri,Entretenimento,2022,6,0
Minduri,Entretenimento,2022,7,0
Minduri,Entretenimento,2022,8,0
Minduri,Entretenimento,2022,9,0
Minduri,Entretenimento,2022,10,0
Minduri,Entretenimento,2022,11,0
Minduri,Entretenimento,2022,12,0
Minduri,Entretenimento,2023,1,0
Minduri,Entretenimento,2023,2,0
Minduri,Entretenimento,2023,3,-1
Minduri,Entretenimento,2023,4,0
Minduri,Entretenimento,2023,5,0
Minduri,Entretenimento,2023,6,0
Minduri,Entretenimento,2023,7,0
Minduri,Entretenimento,2023,8,0
Minduri,Entretenimento,2023,9,0
Minduri,Entretenimento,2023,10,1
Minduri,Entretenimento,2023,11,0
Minduri,Entretenimento,2023,12,0
Minduri,Entretenimento,2024,1,0
Minduri,Entretenimento,2024,2,0
Minduri,Entretenimento,2024,3,-1
Minduri,Entretenimento,2024,4,0
Minduri,Entretenimento,2024,5,0
Minduri,Entretenimento,2024,6,0
Minduri,Entretenimento,2024,7,0
Minduri,Entretenimento,2024,8,0
Minduri,Entretenimento,2024,9,0
Minduri,Entretenimento,2024,10,1
Minduri,Entretenimento,2024,11,0
Minduri,Entretenimento,2024,12,0
Minduri,Entretenimento,2025,1,0
Minduri,Entretenimento,2025,2,0
Minduri,Entretenimento,2025,3,0
Minduri,Entretenimento,2025,4,0
Minduri,Entretenimento,2025,5,0
Minduri,Entretenimento,2025,6,0
Minduri,Entretenimento,2025,7,0
Minduri,Entretenimento,2025,8,0
Minduri,Entretenimento,2025,9,0
Minduri,Entretenimento,2025,10,0
Minduri,Entretenimento,2025,11,0
Minduri,Entretenimento,2025,12,0
Minduri,Comércio e Serviços,2021,1,0
Minduri,Comércio e Serviços,2021,2,0
Minduri,Comércio e Serviços,2021,3,0
Minduri,Comércio e Serviços,2021,4,0
Minduri,Comércio e Serviços,2021,5,0
Minduri,Comércio e Serviços,2021,6,0
Minduri,Comércio e Serviços,2021,7,0
Minduri,Comércio e Serviços,2021,8,0
Minduri,Comércio e Serviços,2021,9,0
Minduri,Comércio e Serviços,2021,10,0
Minduri,Comércio e Serviços,2021,11,0
Minduri,Comércio e Serviços,2021,12,0
Minduri,Comércio e Serviços,2022,1,0
Minduri,Comércio e Serviços,2022,2,0
Minduri,Comércio e Serviços,2022,3,0
Minduri,Comércio e Serviços,2022,4,0
Minduri,Comércio e Serviços,2022,5,0
Minduri,Comércio e Serviços,2022,6,0
Minduri,Comércio e Serviços,2022,7,0
Minduri,Comércio e Serviços,2022,8,0
Minduri,Comércio e Serviços,2022,9,0
Minduri,Comércio e Serviços,2022,10,0
Minduri,Comércio e Serviços,2022,11,0
Minduri,Comércio e Serviços,2022,12,0
Minduri,Comércio e Serviços,2023,1,0
Minduri,Comércio e Serviços,2023,2,1
Minduri,Comércio e Serviços,2023,3,0
Minduri,Comércio e Serviços,2023,4,-1
Minduri,Comércio e Serviços,2023,5,1
Minduri,Comércio e Serviços,2023,6,0
Minduri,Comércio e Serviços,2023,7,0
Minduri,Comércio e Serviços,2023,8,-1
Minduri,Comércio e Serviços,2023,9,1
Minduri,Comércio e Serviços,2023,10,0
Minduri,Comércio e Serviços,2023,11,0
Minduri,Comércio e Serviços,2023,12,0
Minduri,Comércio e Serviços,2024,1,1
Minduri,Comércio e Serviços,2024,2,0
Minduri,Comércio e Serviços,2024,3,0
Minduri,Comércio e Serviços,2024,4,0
Minduri,Comércio e Serviços,2024,5,0
Minduri,Comércio e Serviços,2024,6,0
Minduri,Comércio e Serviços,2024,7,-1
Minduri,Comércio e Serviços,2024,8,0
Minduri,Comércio e Serviços,2024,9,1
Minduri,Comércio e Serviços,2024,10,1
Minduri,Comércio e Serviços,2024,11,-1
Minduri,Comércio e Serviços,2024,12,0
Minduri,Comércio e Serviços,2025,1,-1
Minduri,Comércio e Serviços,2025,2,0
Minduri,Comércio e Serviços,2025,3,1
Minduri,Comércio e Serviços,2025,4,0
Minduri,Comércio e Serviços,2025,5,-1
Minduri,Comércio e Serviços,2025,6,0
Minduri,Comércio e Serviços,2025,7,-1
Minduri,Comércio e Serviços,2025,8,0
Minduri,Comércio e Serviços,2025,9,0
Minduri,Comércio e Serviços,2025,10,-1
Minduri,Comércio e Serviços,2025,11,0
Minduri,Comércio e Serviços,2025,12,0
Minduri,Transportes,2021,1,0
Minduri,Transportes,2021,2,0
Minduri,Transportes,2021,3,0
Minduri,Transportes,2021,4,0
Minduri,Transportes,2021,5,0
Minduri,Transportes,2021,6,0
Minduri,Transportes,2021,7,0
Minduri,Transportes,2021,8,-1
Minduri,Transportes,2021,9,0
Minduri,Transportes,2021,10,0
Minduri,Transportes,2021,11,0
Minduri,Transportes,2021,12,0
Minduri,Transportes,2022,1,0
Minduri,Transportes,2022,2,0
Minduri,Transportes,2022,3,0
Minduri,Transportes,2022,4,0
Minduri,Transportes,2022,5,0
Minduri,Transportes,2022,6,0
Minduri,Transportes,2022,7,0
Minduri,Transportes,2022,8,0
Minduri,Transportes,2022,9,0
Minduri,Transportes,2022,10,0
Minduri,Transportes,2022,11,0
Minduri,Transportes,2022,12,0
Minduri,Transportes,2023,1,0
Minduri,Transportes,2023,2,0
Minduri,Transportes,2023,3,0
Minduri,Transportes,2023,4,0
Minduri,Transportes,2023,5,0
Minduri,Transportes,2023,6,-1
Minduri,Transportes,2023,7,0
Minduri,Transportes,2023,8,0
Minduri,Transportes,2023,9,0
Minduri,Transportes,2023,10,0
Minduri,Transportes,2023,11,0
Minduri,Transportes,2023,12,0
Minduri,Transportes,2024,1,0
Minduri,Transportes,2024,2,0
Minduri,Transportes,2024,3,0
Minduri,Transportes,2024,4,0
Minduri,Transportes,2024,5,0
Minduri,Transportes,2024,6,0
Minduri,Transportes,2024,7,0
Minduri,Transportes,2024,8,0
Minduri,Transportes,2024,9,0
Minduri,Transportes,2024,10,0
Minduri,Transportes,2024,11,0
Minduri,Transportes,2024,12,0
Minduri,Transportes,2025,1,0
Minduri,Transportes,2025,2,0
Minduri,Transportes,2025,3,0
Minduri,Transportes,2025,4,0
Minduri,Transportes,2025,5,0
Minduri,Transportes,2025,6,0
Minduri,Transportes,2025,7,0
Minduri,Transportes,2025,8,0
Minduri,Transportes,2025,9,0
Minduri,Transportes,2025,10,0
Minduri,Transportes,2025,11,0
Minduri,Transportes,2025,12,0
Minduri,Agência e Operadores,2021,1,0
Minduri,Agência e Operadores,2021,2,0
Minduri,Agência e Operadores,2021,3,0
Minduri,Agência e Operadores,2021,4,0
Minduri,Agência e Operadores,2021,5,0
Minduri,Agência e Operadores,2021,6,0
Minduri,Agência e Operadores,2021,7,0
Minduri,Agência e Operadores,2021,8,0
Minduri,Agência e Operadores,2021,9,0
Minduri,Agência e Operadores,2021,10,0
Minduri,Agência e Operadores,2021,11,0
Minduri,Agência e Operadores,2021,12,0
Minduri,Agência e Operadores,2022,1,0
Minduri,Agência e Operadores,2022,2,0
Minduri,Agência e Operadores,2022,3,0
Minduri,Agência e Operadores,2022,4,0
Minduri,Agência e Operadores,2022,5,0
Minduri,Agência e Operadores,2022,6,0
Minduri,Agência e Operadores,2022,7,0
Minduri,Agência e Operadores,2022,8,0
Minduri,Agência e Operadores,2022,9,0
Minduri,Agência e Operadores,2022,10,0
Minduri,Agência e Operadores,2022,11,0
Minduri,Agência e Operadores,2022,12,0
Minduri,Agência e Operadores,2023,1,0
Minduri,Agência e Operadores,2023,2,0
Minduri,Agência e Operadores,2023,3,0
Minduri,Agência e Operadores,2023,4,0
Minduri,Agência e Operadores,2023,5,0
Minduri,Agência e Operadores,2023,6,0
Minduri,Agência e Operadores,2023,7,0
Minduri,Agência e Operadores,2023,8,0
Minduri,Agência e Operadores,2023,9,0
Minduri,Agência e Operadores,2023,10,0
Minduri,Agência e Operadores,2023,11,0
Minduri,Agência e Operadores,2023,12,0
Minduri,Agência e Operadores,2024,1,0
Minduri,Agência e Operadores,2024,2,0
Minduri,Agência e Operadores,2024,3,0
Minduri,Agência e Operadores,2024,4,0
Minduri,Agência e Operadores,2024,5,0
Minduri,Agência e Operadores,2024,6,0
Minduri,Agência e Operadores,2024,7,0
Minduri,Agência e Operadores,2024,8,0
Minduri,Agência e Operadores,2024,9,0
Minduri,Agência e Operadores,2024,10,0
Minduri,Agência e Operadores,2024,11,0
Minduri,Agência e Operadores,2024,12,0
Minduri,Agência e Operadores,2025,1,0
Minduri,Agência e Operadores,2025,2,0
Minduri,Agência e Operadores,2025,3,0
Minduri,Agência e Operadores,2025,4,0
Minduri,Agência e Operadores,2025,5,0
Minduri,Agência e Operadores,2025,6,0
Minduri,Agência e Operadores,2025,7,0
Minduri,Agência e Operadores,2025,8,0
Minduri,Agência e Operadores,2025,9,0
Minduri,Agência e Operadores,2025,10,0
Minduri,Agência e Operadores,2025,11,0
Minduri,Agência e Operadores,2025,12,0
Minduri,Hospedagem,2021,1,0
Minduri,Hospedagem,2021,2,0
Minduri,Hospedagem,2021,3,0
Minduri,Hospedagem,2021,4,0
Minduri,Hospedagem,2021,5,0
Minduri,Hospedagem,2021,6,0
Minduri,Hospedagem,2021,7,0
Minduri,Hospedagem,2021,8,0
Minduri,Hospedagem,2021,9,0
Minduri,Hospedagem,2021,10,0
Minduri,Hospedagem,2021,11,0
Minduri,Hospedagem,2021,12,0
Minduri,Hospedagem,2022,1,0
Minduri,Hospedagem,2022,2,0
Minduri,Hospedagem,2022,3,0
Minduri,Hospedagem,2022,4,0
Minduri,Hospedagem,2022,5,0
Minduri,Hospedagem,2022,6,0
Minduri,Hospedagem,2022,7,0
Minduri,Hospedagem,2022,8,0
Minduri,Hospedagem,2022,9,0
Minduri,Hospedagem,2022,10,0
Minduri,Hospedagem,2022,11,0
Minduri,Hospedagem,2022,12,0
Minduri,Hospedagem,2023,1,0
Minduri,Hospedagem,2023,2,0
Minduri,Hospedagem,2023,3,0
Minduri,Hospedagem,2023,4,0
Minduri,Hospedagem,2023,5,0
Minduri,Hospedagem,2023,6,0
Minduri,Hospedagem,2023,7,0
Minduri,Hospedagem,2023,8,0
Minduri,Hospedagem,2023,9,0
Minduri,Hospedagem,2023,10,0
Minduri,Hospedagem,2023,11,0
Minduri,Hospedagem,2023,12,0
Minduri,Hospedagem,2024,1,0
Minduri,Hospedagem,2024,2,0
Minduri,Hospedagem,2024,3,0
Minduri,Hospedagem,2024,4,0
Minduri,Hospedagem,2024,5,0
Minduri,Hospedagem,2024,6,0
Minduri,Hospedagem,2024,7,0
Minduri,Hospedagem,2024,8,0
Minduri,Hospedagem,2024,9,0
Minduri,Hospedagem,2024,10,0
Minduri,Hospedagem,2024,11,0
Minduri,Hospedagem,2024,12,0
Minduri,Hospedagem,2025,1,0
Minduri,Hospedagem,2025,2,0
Minduri,Hospedagem,2025,3,0
Minduri,Hospedagem,2025,4,0
Minduri,Hospedagem,2025,5,0
Minduri,Hospedagem,2025,6,0
Minduri,Hospedagem,2025,7,0
Minduri,Hospedagem,2025,8,0
Minduri,Hospedagem,2025,9,0
Minduri,Hospedagem,2025,10,0
Minduri,Hospedagem,2025,11,0
Minduri,Hospedagem,2025,12,0
Minduri,Alimentação,2021,1,2
Minduri,Alimentação,2021,2,-1
Minduri,Alimentação,2021,3,0
Minduri,Alimentação,2021,4,-2
Minduri,Alimentação,2021,5,0
Minduri,Alimentação,2021,6,1
Minduri,Alimentação,2021,7,-1
Minduri,Alimentação,2021,8,0
Minduri,Alimentação,2021,9,0
Minduri,Alimentação,2021,10,0
Minduri,Alimentação,2021,11,-1
Minduri,Alimentação,2021,12,-2
Minduri,Alimentação,2022,1,-1
Minduri,Alimentação,2022,2,0
Minduri,Alimentação,2022,3,1
Minduri,Alimentação,2022,4,1
Minduri,Alimentação,2022,5,-3
Minduri,Alimentação,2022,6,0
Minduri,Alimentação,2022,7,-1
Minduri,Alimentação,2022,8,0
Minduri,Alimentação,2022,9,-1
Minduri,Alimentação,2022,10,1
Minduri,Alimentação,2022,11,-1
Minduri,Alimentação,2022,12,0
Minduri,Alimentação,2023,1,0
Minduri,Alimentação,2023,2,2
Minduri,Alimentação,2023,3,1
Minduri,Alimentação,2023,4,-2
Minduri,Alimentação,2023,5,-1
Minduri,Alimentação,2023,6,0
Minduri,Alimentação,2023,7,0
Minduri,Alimentação,2023,8,1
Minduri,Alimentação,2023,9,1
Minduri,Alimentação,2023,10,-1
Minduri,Alimentação,2023,11,0
Minduri,Alimentação,2023,12,-1
Minduri,Alimentação,2024,1,0
Minduri,Alimentação,2024,2,0
Minduri,Alimentação,2024,3,-1
Minduri,Alimentação,2024,4,-1
Minduri,Alimentação,2024,5,0
Minduri,Alimentação,2024,6,1
Minduri,Alimentação,2024,7,0
Minduri,Alimentação,2024,8,0
Minduri,Alimentação,2024,9,1
Minduri,Alimentação,2024,10,0
Minduri,Alimentação,2024,11,0
Minduri,Alimentação,2024,12,-1
Minduri,Alimentação,2025,1,0
Minduri,Alimentação,2025,2,0
Minduri,Alimentação,2025,3,0
Minduri,Alimentação,2025,4,-1
Minduri,Alimentação,2025,5,-1
Minduri,Alimentação,2025,6,0
Minduri,Alimentação,2025,7,1
Minduri,Alimentação,2025,8,0
Minduri,Alimentação,2025,9,0
Minduri,Alimentação,2025,10,0
Minduri,Alimentação,2025,11,0
Minduri,Alimentação,2025,12,-1
Machado,Hospedagem,2021,1,0
Machado,Hospedagem,2021,2,0
Machado,Hospedagem,2021,3,-1
Machado,Hospedagem,2021,4,-2
Machado,Hospedagem,2021,5,-2
Machado,Hospedagem,2021,6,-1
Machado,Hospedagem,2021,7,0
Machado,Hospedagem,2021,8,-1
Machado,Hospedagem,2021,9,0
Machado,Hospedagem,2021,10,-3
Machado,Hospedagem,2021,11,0
Machado,Hospedagem,2021,12,0
Machado,Hospedagem,2022,1,1
Machado,Hospedagem,2022,2,-1
Machado,Hospedagem,2022,3,-2
Machado,Hospedagem,2022,4,-1
Machado,Hospedagem,2022,5,0
Machado,Hospedagem,2022,6,0
Machado,Hospedagem,2022,7,0
Machado,Hospedagem,2022,8,0
Machado,Hospedagem,2022,9,-1
Machado,Hospedagem,2022,10,0
Machado,Hospedagem,2022,11,0
Machado,Hospedagem,2022,12,0
Machado,Hospedagem,2023,1,1
Machado,Hospedagem,2023,2,0
Machado,Hospedagem,2023,3,1
Machado,Hospedagem,2023,4,0
Machado,Hospedagem,2023,5,0
Machado,Hospedagem,2023,6,0
Machado,Hospedagem,2023,7,-2
Machado,Hospedagem,2023,8,1
Machado,Hospedagem,2023,9,-2
Machado,Hospedagem,2023,10,1
Machado,Hospedagem,2023,11,-3
Machado,Hospedagem,2023,12,1
Machado,Hospedagem,2024,1,0
Machado,Hospedagem,2024,2,1
Machado,Hospedagem,2024,3,-1
Machado,Hospedagem,2024,4,-1
Machado,Hospedagem,2024,5,1
Machado,Hospedagem,2024,6,-2
Machado,Hospedagem,2024,7,-2
Machado,Hospedagem,2024,8,1
Machado,Hospedagem,2024,9,1
Machado,Hospedagem,2024,10,3
Machado,Hospedagem,2024,11,0
Machado,Hospedagem,2024,12,1
Machado,Hospedagem,2025,1,0
Machado,Hospedagem,2025,2,1
Machado,Hospedagem,2025,3,0
Machado,Hospedagem,2025,4,-2
Machado,Hospedagem,2025,5,0
Machado,Hospedagem,2025,6,0
Machado,Hospedagem,2025,7,0
Machado,Hospedagem,2025,8,0
Machado,Hospedagem,2025,9,0
Machado,Hospedagem,2025,10,0
Machado,Hospedagem,2025,11,2
Machado,Hospedagem,2025,12,0
Machado,Transportes,2021,1,-3
Machado,Transportes,2021,2,-8
Machado,Transportes,2021,3,-3
Machado,Transportes,2021,4,0
Machado,Transportes,2021,5,-1
Machado,Transportes,2021,6,0
Machado,Transportes,2021,7,0
Machado,Transportes,2021,8,14
Machado,Transportes,2021,9,3
Machado,Transportes,2021,10,-16
Machado,Transportes,2021,11,-3
Machado,Transportes,2021,12,-1
Machado,Transportes,2022,1,-1
Machado,Transportes,2022,2,0
Machado,Transportes,2022,3,1
Machado,Transportes,2022,4,11
Machado,Transportes,2022,5,1
Machado,Transportes,2022,6,-1
Machado,Transportes,2022,7,0
Machado,Transportes,2022,8,-7
Machado,Transportes,2022,9,-5
Machado,Transportes,2022,10,-5
Machado,Transportes,2022,11,-2
Machado,Transportes,2022,12,-5
Machado,Transportes,2023,1,-42
Machado,Transportes,2023,2,0
Machado,Transportes,2023,3,0
Machado,Transportes,2023,4,-1
Machado,Transportes,2023,5,0
Machado,Transportes,2023,6,-3
Machado,Transportes,2023,7,4
Machado,Transportes,2023,8,2
Machado,Transportes,2023,9,1
Machado,Transportes,2023,10,0
Machado,Transportes,2023,11,2
Machado,Transportes,2023,12,-4
Machado,Transportes,2024,1,-1
Machado,Transportes,2024,2,6
Machado,Transportes,2024,3,1
Machado,Transportes,2024,4,-1
Machado,Transportes,2024,5,0
Machado,Transportes,2024,6,-2
Machado,Transportes,2024,7,-3
Machado,Transportes,2024,8,-1
Machado,Transportes,2024,9,-2
Machado,Transportes,2024,10,3
Machado,Transportes,2024,11,1
Machado,Transportes,2024,12,-9
Machado,Transportes,2025,1,2
Machado,Transportes,2025,2,1
Machado,Transportes,2025,3,0
Machado,Transportes,2025,4,1
Machado,Transportes,2025,5,4
Machado,Transportes,2025,6,2
Machado,Transportes,2025,7,-2
Machado,Transportes,2025,8,1
Machado,Transportes,2025,9,-2
Machado,Transportes,2025,10,0
Machado,Transportes,2025,11,-3
Machado,Transportes,2025,12,-5
Machado,Comércio e Serviços,2021,1,-1
Machado,Comércio e Serviços,2021,2,-4
Machado,Comércio e Serviços,2021,3,-3
Machado,Comércio e Serviços,2021,4,-1
Machado,Comércio e Serviços,2021,5,-2
Machado,Comércio e Serviços,2021,6,-3
Machado,Comércio e Serviços,2021,7,-2
Machado,Comércio e Serviços,2021,8,-1
Machado,Comércio e Serviços,2021,9,-2
Machado,Comércio e Serviços,2021,10,-1
Machado,Comércio e Serviços,2021,11,-6
Machado,Comércio e Serviços,2021,12,-6
Machado,Comércio e Serviços,2022,1,-2
Machado,Comércio e Serviços,2022,2,-2
Machado,Comércio e Serviços,2022,3,-5
Machado,Comércio e Serviços,2022,4,0
Machado,Comércio e Serviços,2022,5,0
Machado,Comércio e Serviços,2022,6,2
Machado,Comércio e Serviços,2022,7,-4
Machado,Comércio e Serviços,2022,8,-6
Machado,Comércio e Serviços,2022,9,-6
Machado,Comércio e Serviços,2022,10,-7
Machado,Comércio e Serviços,2022,11,-3
Machado,Comércio e Serviços,2022,12,-1
Machado,Comércio e Serviços,2023,1,-2
Machado,Comércio e Serviços,2023,2,-5
Machado,Comércio e Serviços,2023,3,-5
Machado,Comércio e Serviços,2023,4,6
Machado,Comércio e Serviços,2023,5,4
Machado,Comércio e Serviços,2023,6,-2
Machado,Comércio e Serviços,2023,7,1
Machado,Comércio e Serviços,2023,8,0
Machado,Comércio e Serviços,2023,9,2
Machado,Comércio e Serviços,2023,10,2
Machado,Comércio e Serviços,2023,11,-1
Machado,Comércio e Serviços,2023,12,-2
Machado,Comércio e Serviços,2024,1,-3
Machado,Comércio e Serviços,2024,2,0
Machado,Comércio e Serviços,2024,3,1
Machado,Comércio e Serviços,2024,4,-2
Machado,Comércio e Serviços,2024,5,-3
Machado,Comércio e Serviços,2024,6,1
Machado,Comércio e Serviços,2024,7,-1
Machado,Comércio e Serviços,2024,8,-5
Machado,Comércio e Serviços,2024,9,-7
Machado,Comércio e Serviços,2024,10,5
Machado,Comércio e Serviços,2024,11,37
Machado,Comércio e Serviços,2024,12,15
Machado,Comércio e Serviços,2025,1,-5
Machado,Comércio e Serviços,2025,2,5
Machado,Comércio e Serviços,2025,3,1
Machado,Comércio e Serviços,2025,4,0
Machado,Comércio e Serviços,2025,5,1
Machado,Comércio e Serviços,2025,6,0
Machado,Comércio e Serviços,2025,7,2
Machado,Comércio e Serviços,2025,8,1
Machado,Comércio e Serviços,2025,9,4
Machado,Comércio e Serviços,2025,10,-3
Machado,Comércio e Serviços,2025,11,-2
Machado,Comércio e Serviços,2025,12,3
Machado,Alimentação,2021,1,-3
Machado,Alimentação,2021,2,-2
Machado,Alimentação,2021,3,-2
Machado,Alimentação,2021,4,-9
Machado,Alimentação,2021,5,-5
Machado,Alimentação,2021,6,-3
Machado,Alimentação,2021,7,-1
Machado,Alimentação,2021,8,-1
Machado,Alimentação,2021,9,-4
Machado,Alimentação,2021,10,-3
Machado,Alimentação,2021,11,-4
Machado,Alimentação,2021,12,-4
Machado,Alimentação,2022,1,-4
Machado,Alimentação,2022,2,-3
Machado,Alimentação,2022,3,-1
Machado,Alimentação,2022,4,-1
Machado,Alimentação,2022,5,-6
Machado,Alimentação,2022,6,-2
Machado,Alimentação,2022,7,-1
Machado,Alimentação,2022,8,-9
Machado,Alimentação,2022,9,-2
Machado,Alimentação,2022,10,-3
Machado,Alimentação,2022,11,-4
Machado,Alimentação,2022,12,-9
Machado,Alimentação,2023,1,4
Machado,Alimentação,2023,2,-2
Machado,Alimentação,2023,3,1
Machado,Alimentação,2023,4,-4
Machado,Alimentação,2023,5,-3
Machado,Alimentação,2023,6,1
Machado,Alimentação,2023,7,5
Machado,Alimentação,2023,8,-1
Machado,Alimentação,2023,9,-2
Machado,Alimentação,2023,10,4
Machado,Alimentação,2023,11,0
Machado,Alimentação,2023,12,-6
Machado,Alimentação,2024,1,3
Machado,Alimentação,2024,2,5
Machado,Alimentação,2024,3,-2
Machado,Alimentação,2024,4,1
Machado,Alimentação,2024,5,1
Machado,Alimentação,2024,6,-2
Machado,Alimentação,2024,7,4
Machado,Alimentação,2024,8,-2
Machado,Alimentação,2024,9,6
Machado,Alimentação,2024,10,-3
Machado,Alimentação,2024,11,9
Machado,Alimentação,2024,12,0
Machado,Alimentação,2025,1,0
Machado,Alimentação,2025,2,2
Machado,Alimentação,2025,3,2
Machado,Alimentação,2025,4,8
Machado,Alimentação,2025,5,2
Machado,Alimentação,2025,6,-6
Machado,Alimentação,2025,7,-5
Machado,Alimentação,2025,8,4
Machado,Alimentação,2025,9,1
Machado,Alimentação,2025,10,9
Machado,Alimentação,2025,11,2
Machado,Alimentação,2025,12,4
Machado,Entretenimento,2021,1,-2
Machado,Entretenimento,2021,2,1
Machado,Entretenimento,2021,3,-1
Machado,Entretenimento,2021,4,2
Machado,Entretenimento,2021,5,0
Machado,Entretenimento,2021,6,-1
Machado,Entretenimento,2021,7,-1
Machado,Entretenimento,2021,8,-1
Machado,Entretenimento,2021,9,-1
Machado,Entretenimento,2021,10,0
Machado,Entretenimento,2021,11,-1
Machado,Entretenimento,2021,12,-2
Machado,Entretenimento,2022,1,3
Machado,Entretenimento,2022,2,1
Machado,Entretenimento,2022,3,-4
Machado,Entretenimento,2022,4,-2
Machado,Entretenimento,2022,5,-1
Machado,Entretenimento,2022,6,0
Machado,Entretenimento,2022,7,-5
Machado,Entretenimento,2022,8,-1
Machado,Entretenimento,2022,9,-1
Machado,Entretenimento,2022,10,-1
Machado,Entretenimento,2022,11,0
Machado,Entretenimento,2022,12,-2
Machado,Entretenimento,2023,1,-1
Machado,Entretenimento,2023,2,1
Machado,Entretenimento,2023,3,1
Machado,Entretenimento,2023,4,-3
Machado,Entretenimento,2023,5,-2
Machado,Entretenimento,2023,6,3
Machado,Entretenimento,2023,7,0
Machado,Entretenimento,2023,8,-1
Machado,Entretenimento,2023,9,-2
Machado,Entretenimento,2023,10,0
Machado,Entretenimento,2023,11,0
Machado,Entretenimento,2023,12,1
Machado,Entretenimento,2024,1,2
Machado,Entretenimento,2024,2,2
Machado,Entretenimento,2024,3,1
Machado,Entretenimento,2024,4,0
Machado,Entretenimento,2024,5,-2
Machado,Entretenimento,2024,6,-1
Machado,Entretenimento,2024,7,1
Machado,Entretenimento,2024,8,-1
Machado,Entretenimento,2024,9,-3
Machado,Entretenimento,2024,10,2
Machado,Entretenimento,2024,11,-3
Machado,Entretenimento,2024,12,-2
Machado,Entretenimento,2025,1,-1
Machado,Entretenimento,2025,2,2
Machado,Entretenimento,2025,3,-1
Machado,Entretenimento,2025,4,1
Machado,Entretenimento,2025,5,-1
Machado,Entretenimento,2025,6,-1
Machado,Entretenimento,2025,7,2
Machado,Entretenimento,2025,8,1
Machado,Entretenimento,2025,9,-1
Machado,Entretenimento,2025,10,-1
Machado,Entretenimento,2025,11,-1
Machado,Entretenimento,2025,12,-2
Machado,Agência e Operadores,2021,1,0
Machado,Agência e Operadores,2021,2,1
Machado,Agência e Operadores,2021,3,2
Machado,Agência e Operadores,2021,4,-3
Machado,Agência e Operadores,2021,5,1
Machado,Agência e Operadores,2021,6,-1
Machado,Agência e Operadores,2021,7,0
Machado,Agência e Operadores,2021,8,-2
Machado,Agência e Operadores,2021,9,-1
Machado,Agência e Operadores,2021,10,-1
Machado,Agência e Operadores,2021,11,0
Machado,Agência e Operadores,2021,12,0
Machado,Agência e Operadores,2022,1,-1
Machado,Agência e Operadores,2022,2,-1
Machado,Agência e Operadores,2022,3,1
Machado,Agência e Operadores,2022,4,-2
Machado,Agência e Operadores,2022,5,2
Machado,Agência e Operadores,2022,6,0
Machado,Agência e Operadores,2022,7,-1
Machado,Agência e Operadores,2022,8,-1
Machado,Agência e Operadores,2022,9,0
Machado,Agência e Operadores,2022,10,1
Machado,Agência e Operadores,2022,11,-3
Machado,Agência e Operadores,2022,12,0
Machado,Agência e Operadores,2023,1,0
Machado,Agência e Operadores,2023,2,0
Machado,Agência e Operadores,2023,3,0
Machado,Agência e Operadores,2023,4,0
Machado,Agência e Operadores,2023,5,0
Machado,Agência e Operadores,2023,6,0
Machado,Agência e Operadores,2023,7,0
